drink_name,ingredient,measurement,unit
Spiced Cherry Sprit,. amaro (such as Nonino),2.0,oz
Spiced Cherry Sprit,. Lambrusco,3.0,oz
Spiced Cherry Sprit,Cherry soda (for serving),N/A,N/A
Spiced Cherry Sprit,maraschino cherry,1.0,
Pimms Sprit,. Pimm’s No. 1,2.0,oz
Pimms Sprit,. Prosecco,3.0,oz
Pimms Sprit,Splash of Dr. Brown's Cel-Ray soda,N/A,N/A
Pimms Sprit,sprig celery leaves,1.0,
Aperol Sprit,pitted green olives,3.0,
Aperol Sprit,. Aperol,2.0,oz
Aperol Sprit,. Prosecco,3.0,oz
Aperol Sprit,Splash of club soda,N/A,N/A
Campari Sprit,. Campari,2.0,oz
Campari Sprit,. dry rosé,3.0,oz
Campari Sprit,Splash of lemon soda,N/A,N/A
Campari Sprit,lemon wheel,1.0,
Ginger Sprit,thin slice peeled ginger,1.0,
Ginger Sprit,. Lillet,2.0,oz
Ginger Sprit,. cava,3.0,oz
Ginger Sprit,Splash of ginger beer,N/A,N/A
White Negroni,gin (preferably Plymouth),5.5,ounces
White Negroni,Lillet Blanc,5.5,ounces
White Negroni,Suze liqueur,0.5,ounce
White Negroni,Lemon twist (for serving),N/A,N/A
Apple Cider and Rum Punch,aged rum,1.0,cup
Apple Cider and Rum Punch,sweet vermouth,1.0,cup
Apple Cider and Rum Punch,fresh lemon juice,0.5,cup
Apple Cider and Rum Punch,simple syrup,0.25,cup
Apple Cider and Rum Punch,Angostura bitters,4.0,dashes
Apple Cider and Rum Punch,"red apple, very thinly sliced, plus more for serving",0.5,
Apple Cider and Rum Punch,"(3x1"") strips orange zest, very thinly sliced, plus more for serving",3.0,
Apple Cider and Rum Punch,dry hard apple cider,12.0,-ounce
AperolKombucha Cocktail,"gin, tequila, or mezcal",2.0,cups
AperolKombucha Cocktail,Aperol,5.5,cups
AperolKombucha Cocktail,"chilled kombucha, preferably ginger or lemon flavored",16.0,-ounce
AperolKombucha Cocktail,chilled club soda,48.0,-ounce
AperolKombucha Cocktail,"tangerines or oranges, halved through stem ends, thinly sliced",2.0,
The Witching Hour,pear juice,2.0,ounces
The Witching Hour,dry gin,1.0,ounce
The Witching Hour,Chartreuse liqueur,0.5,ounce
The Witching Hour,fresh lemon juice,4.0,teaspoons
The Witching Hour,) activated charcoal powder,1.0,capsule (1/4 teaspoon
The Witching Hour,dried sage leaf,1.0,
The Witching Hour,A lighter,N/A,N/A
Thanksgiving Sangria,pomegranate juice,3.0,cups
Thanksgiving Sangria,"(3"") cinnamon sticks",5.0,
Thanksgiving Sangria,whole allspice,0.5,teaspoon
Thanksgiving Sangria,"), divided",4.0,""""
Thanksgiving Sangria,red wine,750.0,-ml
Thanksgiving Sangria,"Bartlett pear, quartered lengthwise, thinly sliced crosswise",1.0,
Thanksgiving Sangria,pomegranate seeds,0.5,cup
Thanksgiving Sangria,spiced rum,0.5,cup
Thanksgiving Sangria,pear or apple sparkling cider,750.0,-ml
Spiked Rose Lemonade,fresh or frozen red berries,5.5,cups
Spiked Rose Lemonade,sugar,0.75,cup
Spiked Rose Lemonade,vodka,2.75,cups
Spiked Rose Lemonade,fresh lemon juice,0.75,cup
Spiked Rose Lemonade,rose water,1.0,teaspoon
Spiked Rose Lemonade,Fresh or frozen red berries,N/A,N/A
Spiked Rose Lemonade,Small roses or rose petals,N/A,N/A
Froen Pineapple Mojito,fresh pineapple (about 4 pounds),1.0,
Froen Pineapple Mojito,white rum,1.0,cup
Froen Pineapple Mojito,fresh lime juice,0.25,cup
Froen Pineapple Mojito,"mint leaves, plus more for garnish",0.3333333333333333,cup
Froen Pineapple Mojito,(or more) sugar (optional),1.0,tablespoon
Froen Pineapple Mojito,"Cocktail umbrellas, sliced fruit, flowers, maraschino cherries, and/or any other tiki drink decoration (optional)",N/A,N/A
Ingredient Grilled Orange Margarita,"navel oranges, halved",4.0,
Ingredient Grilled Orange Margarita,Kosher salt (optional),N/A,N/A
Ingredient Grilled Orange Margarita,"lime, cut into 6 wheels",1.0,
Ingredient Grilled Orange Margarita,añejo tequila,2.75,cups
Ingredient Grilled Orange Margarita,fresh lime juice (from about 2 limes),6.0,tablespoons
Rosy Boa Cocktail,kosher salt,1.0,tablespoon
Rosy Boa Cocktail,paprika,2.0,teaspoons
Rosy Boa Cocktail,chipotle chile powder,1.0,teaspoon
Rosy Boa Cocktail,fresh grapefruit juice,2.0,cups
Rosy Boa Cocktail,tequila,5.5,cups
Rosy Boa Cocktail,pomegranate juice,0.5,cup
Rosy Boa Cocktail,fresh lime juice,0.3333333333333333,cup
Rosy Boa Cocktail,rose water,0.25,teaspoon
Rosy Boa Cocktail,(or more) ginger beer,5.5,cups
Rosy Boa Cocktail,Grapefruit wedges (for serving),N/A,N/A
Froen Booy Arnold Palmer,"black tea bags, preferably English breakfast",8.0,
Froen Booy Arnold Palmer,sugar,5.0,tablespoons
Froen Booy Arnold Palmer,"store-bought or homemade lemonade, divided",15.5,cups
Froen Booy Arnold Palmer,"vodka, divided",1.0,cup
Froen Booy Arnold Palmer,Lemon wheels (for garnish),N/A,N/A
Froen Booy Arnold Palmer,ice cube trays,4.0,
Blackberry Collins,),9.0,ounces fresh blackberries (about 1 1/2 cups
Blackberry Collins,sugar,1.0,cup
Blackberry Collins,chilled dry gin,2.0,cups
Blackberry Collins,fresh lemon juice,0.75,cup
Blackberry Collins,chilled club soda,2.0,cups
Blackberry Collins,Lemon wheels (for serving),N/A,N/A
Cowboy Shandy,Highwest Campfire whiskey or blended Scotch,2.75,ounces
Cowboy Shandy,fresh lemon juice,0.75,ounce
Cowboy Shandy,simple syrup,0.75,ounce
Cowboy Shandy,chilled lager,8.0,ounces
Cowboy Shandy,Lemon twist (for serving),N/A,N/A
Beers Knees,gin,2.75,ounces
Beers Knees,fresh lemon juice,0.75,ounce
Beers Knees,honey,5.5,teaspoons
Beers Knees,chilled Pilsner,8.0,ounces
Beers Knees,Dash of Angostura bitters (optional),N/A,N/A
Beers Knees,Lemon slice (for serving),N/A,N/A
ChileSalt Michelada,kosher salt,1.0,tablespoon
ChileSalt Michelada,Pinch of cayenne pepper,N/A,N/A
ChileSalt Michelada,fresh lime juice,0.75,ounce
ChileSalt Michelada,hot sauce (preferably Cholula),2.0,dashes
ChileSalt Michelada,Worcestershire sauce,1.0,dash
ChileSalt Michelada,beer (such as Negra Modelo),8.0,ounces chilled Mexican
ChileSalt Michelada,Lime wedge (for serving),N/A,N/A
Afternoon Siesta,Campari,0.75,ounce
Afternoon Siesta,tequila blanco,0.75,ounce
Afternoon Siesta,fresh lime juice,0.75,ounce
Afternoon Siesta,agave nectar,0.5,ounce
Afternoon Siesta,IPA,8.0,ounces chilled American
Afternoon Siesta,Lime wheel (for serving),N/A,N/A
So Radler,"(375 ml) sour beer, such as Almanac Citra Sour, chilled",1.0,bottle
So Radler,water,0.75,cup
So Radler,honey,0.25,cup
So Radler,sprigs fresh rosemary,3.0,
So Radler,) grapefruit peel,1.0,piece (3 inches by 1 inch
So Radler,"fresh grapefruit juice (from 2 grapefruits), strained to remove pulp and seeds",5.5,cups
Classic Michelada,Coarse salt,N/A,N/A
Classic Michelada,lime wedges,2.0,
Classic Michelada,"tomato juice (canned, bottled, or fresh)",2.0,ounces
Classic Michelada,fresh lime juice,1.0,ounce
Classic Michelada,hot sauce,0.5,ounce
Classic Michelada,Worcestershire sauce,0.25,ounce
Classic Michelada,Tajín Clásico,0.5,teaspoon
Classic Michelada,") pale lager, such as Corona Extra, chilled",1.0,bottle (12 ounces
Top Banana,fresh lime juice,0.75,ounce
Top Banana,crème de banana (preferably Giffard),0.75,ounce
Top Banana,chilled lager,8.0,ounces
Top Banana,Lime wedge (for serving),N/A,N/A
Mecal Cocktail with Hibiscus and Cilantro,dried hibiscus flowers,0.5,cup
Mecal Cocktail with Hibiscus and Cilantro,sugar,0.5,cup
Mecal Cocktail with Hibiscus and Cilantro,"cilantro leaves with tender stems, divided",3.0,cups
Mecal Cocktail with Hibiscus and Cilantro,mezcal,0.5,cup
Mecal Cocktail with Hibiscus and Cilantro,fresh lime juice,0.25,cup
Mecal Cocktail with Hibiscus and Cilantro,Cilantro flowers or sprigs (for serving),N/A,N/A
Strawberry Grapefruit and Chamomile Brunch Punch,water,3.0,cups
Strawberry Grapefruit and Chamomile Brunch Punch,sugar,10.5,cups
Strawberry Grapefruit and Chamomile Brunch Punch,chamomile tea bags,8.0,
Strawberry Grapefruit and Chamomile Brunch Punch,fresh grapefruit juice,4.0,cups
Strawberry Grapefruit and Chamomile Brunch Punch,"fresh strawberries, hulled and sliced",1.0,pint
Strawberry Grapefruit and Chamomile Brunch Punch,bourbon,3.0,cups
Strawberry Grapefruit and Chamomile Brunch Punch,A few good dashes of bitters,N/A,N/A
Strawberry Grapefruit and Chamomile Brunch Punch,"Ice cubes or an ice mold, for serving",N/A,N/A
Strawberry Grapefruit and Chamomile Brunch Punch,"Fresh chamomile flowers, for garnish (optional)",N/A,N/A
Blood OrangeChampagne Ice Cream Float,"be flat, left over from a party)",45.0,teaspoons
Blood OrangeChampagne Ice Cream Float,) caster or superfine sugar,15.0,g (about 3 1/4 teaspoons
Blood OrangeChampagne Ice Cream Float,) Cocchi Vermouth di Torino,25.0,ml (5 teaspoons
Blood OrangeChampagne Ice Cream Float,) Campari,15.0,ml (3 teaspoons
Blood OrangeChampagne Ice Cream Float,) soda water,35.0,ml (about 2 tablespoons plus 1 teaspoon
Blood OrangeChampagne Ice Cream Float,"scoops of orange sorbet, preferably blood orange",2.0,
Blood OrangeChampagne Ice Cream Float,"A slice of orange (use blood orange, if in season)",N/A,N/A
Mango Castaway,frozen mango,2.0,cups
Mango Castaway,aged rum,6.0,ounces
Mango Castaway,coconut rum,4.0,ounces
Mango Castaway,sweetened condensed milk,5.0,tablespoons
Mango Castaway,"Cocktail umbrellas, sliced fruit, flowers, maraschino cherries, and/or any other tiki drink decoration (optional)",N/A,N/A
Moneygun Hot Toddy,chopped unpeeled fresh ginger,1.0,tablespoon
Moneygun Hot Toddy,whole cloves,0.5,teaspoon
Moneygun Hot Toddy,loose or 1 bag Darjeeling tea,1.0,teaspoon
Moneygun Hot Toddy,black rum,0.75,ounce Jamaican
Moneygun Hot Toddy,cognac,0.75,ounce
Moneygun Hot Toddy,honey,1.0,tablespoon
Moneygun Hot Toddy,fresh lemon juice,2.0,teaspoons
Moneygun Hot Toddy,Lemon wedge (for serving),N/A,N/A
Mixed Citrus Daiquiri,pieces,0.5,"lime, cut into 3/4-inch"
Mixed Citrus Daiquiri,light brown sugar,2.0,teaspoons
Mixed Citrus Daiquiri,white grapefruit,0.125,
Mixed Citrus Daiquiri,"kumquat, halved",1.0,
Mixed Citrus Daiquiri,aged white rum,2.0,ounces
ChaiSpiced Hot Toddy,"cardamom pods, crushed (about 20 pods)",2.0,teaspoons
ChaiSpiced Hot Toddy,whole coriander seeds,2.0,teaspoons
ChaiSpiced Hot Toddy,whole black peppercorns,0.25,teaspoon
ChaiSpiced Hot Toddy,"(3"") cinnamon sticks, divided",11.0,
ChaiSpiced Hot Toddy,"(2"") piece ginger, unpeeled, thinly sliced",1.0,
ChaiSpiced Hot Toddy,medium oranges,2.0,
ChaiSpiced Hot Toddy,honey,6.0,tablespoons
ChaiSpiced Hot Toddy,whole leaf black tea or 3 bags black tea,3.0,tablespoons
ChaiSpiced Hot Toddy,dark rum,9.0,ounces
UndertheMistletoe Punch,raw sugar,3.6666666666666665,cups
UndertheMistletoe Punch,"allspice berries, cracked",3.0,tablespoons
UndertheMistletoe Punch,whole cloves,2.0,tablespoons
UndertheMistletoe Punch,) cinnamon sticks,2.0,(3-inch
UndertheMistletoe Punch,amontillado sherry (preferably Lustau),750.0,ml
UndertheMistletoe Punch,dry vermouth (preferably Dolin),750.0,ml
UndertheMistletoe Punch,cranberry juice cocktail,5.5,cups plus 1 tablespoon
UndertheMistletoe Punch,fresh lemon juice,5.5,cups plus 1 tablespoon
UndertheMistletoe Punch,"Blood orange or navel orange wheels, fir sprigs (optional), cranberries, and cinnamon sticks (for serving)",N/A,N/A
Cran Royale,sprigs thyme,6.0,
Cran Royale,fresh or frozen cranberries,1.0,cup
Cran Royale,sugar,0.25,cup
Cran Royale,fresh lemon juice,2.0,ounces
Cran Royale,Campari,1.0,ounce
Cran Royale,Champagne or dry sparkling wine,12.0,ounces
Cran Royale,Fresh cranberries (for serving),N/A,N/A
Midnight Sparkler Cocktail,"Lemon slice, clear sanding sugar or edible glitter, and lemon twists (for serving; optional)",N/A,N/A
Midnight Sparkler Cocktail,crème de violette,4.0,ounces
Midnight Sparkler Cocktail,fresh clementine or orange juice,2.0,ounces
Midnight Sparkler Cocktail,fresh lemon juice,2.0,ounces
Midnight Sparkler Cocktail,gin,2.0,ounces
Midnight Sparkler Cocktail,),10.0,ounces
Raspberry and Thyme Hot Toddy Punch,"black tea bags, preferably English Breakfast",4.0,
Raspberry and Thyme Hot Toddy Punch,"lemon, thinly sliced",1.0,
Raspberry and Thyme Hot Toddy Punch,"orange, thinly sliced",1.0,
Raspberry and Thyme Hot Toddy Punch,sugar,0.25,cup
Raspberry and Thyme Hot Toddy Punch,cloves,1.0,tablespoon
Raspberry and Thyme Hot Toddy Punch,sprigs thyme; plus more for serving (optional),12.0,
Raspberry and Thyme Hot Toddy Punch,"raspberry liqueur, such as Chambord",5.5,cups
Raspberry and Thyme Hot Toddy Punch,"whiskey, preferably rye",5.5,cups
Raspberry and Thyme Hot Toddy Punch,fresh lemon juice,0.25,cup
Sparkling Julep,"mint leaves, plus sprig for serving",6.0,
Sparkling Julep,simple syrup,0.75,ounce
Sparkling Julep,Champagne or dry sparkling wine,3.0,ounces
Sparkling Julep,cognac,0.5,ounce
Sparkling Julep,bitters (such as Angostura),1.0,dash
Sparkling Julep,Lemon twist (for serving),N/A,N/A
Champagne Cocktail,small sugar cubes,2.0,
Champagne Cocktail,Bénédictine,1.0,ounce
Champagne Cocktail,cr7ème de cacao,1.0,ounce
Champagne Cocktail,champagne,4.0,ounces
Build a Sprit,Suze,5.5,ounces
Build a Sprit,club soda,1.0,ounce
Build a Sprit,fresh orange juice,1.0,ounce
Build a Sprit,Champagne or dry sparkling wine,3.0,ounces
Build a Sprit,Orange wheel and sage sprig (for serving),N/A,N/A
Champagne Punch with Ginger Lemon and Sage,"lemon, thinly sliced",1.0,
Champagne Punch with Ginger Lemon and Sage,–4 sprigs sage,3.0,
Champagne Punch with Ginger Lemon and Sage,strips lemon zest (from 1 lemon),8.0,
Champagne Punch with Ginger Lemon and Sage,large bunch of sage,0.5,
Champagne Punch with Ginger Lemon and Sage,sugar,0.5,cup
Champagne Punch with Ginger Lemon and Sage,fresh lemon juice,2.75,cups
Champagne Punch with Ginger Lemon and Sage,gin,2.0,cups
Champagne Punch with Ginger Lemon and Sage,"ginger liqueur, such as Canton",2.0,cups
Champagne Punch with Ginger Lemon and Sage,unflavored sparkling water,6.0,cups
Champagne Punch with Ginger Lemon and Sage,chilled sparkling wine,2.0,bottles
Champagne Punch with Ginger Lemon and Sage,-quart) punch bowl or mixing bowl,6.0,
Earl GreyBourbon Punch,loose Earl Grey tea or 4 bags,0.25,cup
Earl GreyBourbon Punch,honey,0.5,cup
Earl GreyBourbon Punch,sprigs thyme,4.0,
Earl GreyBourbon Punch,"sprigs rosemary, plus more for garnish",2.0,
Earl GreyBourbon Punch,fresh lemon juice,1.0,cup
Earl GreyBourbon Punch,bourbon,5.5,cups
Earl GreyBourbon Punch,Cognac or brandy,0.5,cup
Earl GreyBourbon Punch,orange or regular bitters,1.0,teaspoon
Earl GreyBourbon Punch,Ice ring and lemon wheels (for serving),N/A,N/A
Quick CiderMulled Wine,"juicy light red wine, such as Beaujolais",750.0,ml
Quick CiderMulled Wine,brandy,4.0,ounces
Quick CiderMulled Wine,fresh apple cider,2.0,cups
Quick CiderMulled Wine,star anise pods,2.0,
Quick CiderMulled Wine,whole cloves,6.0,
Quick CiderMulled Wine,cinnamon sticks; plus 6 more for serving (optional),2.0,
Gin and Mint Tea Cocktail,gunpowder green tea or regular green tea,1.0,tablespoon plus 1 teaspoon
Gin and Mint Tea Cocktail,"piece ginger, peeled, thinly sliced",12.0,-inch
Gin and Mint Tea Cocktail,) strips orange zest,3.0,wide (2-inch
Gin and Mint Tea Cocktail,sugar,0.5,cup
Gin and Mint Tea Cocktail,"coarsely chopped mint, plus sprigs for serving",0.5,cup
Gin and Mint Tea Cocktail,London dry gin,1.0,cup
Gin and Mint Tea Cocktail,"fresh lemon juice, plus lemon wheels for serving",0.5,cup
Maple OldFashioned,rye whiskey or bourbon,2.0,ounces
Maple OldFashioned,pure maple syrup,1.0,teaspoon
Maple OldFashioned,Dash of Angostura bitters,N/A,N/A
Maple OldFashioned,Orange peel (for garnish),N/A,N/A
Froen RaspberryGinger Margarita,frozen raspberries,3.0,cups
Froen RaspberryGinger Margarita,tequila blanco,1.0,cup
Froen RaspberryGinger Margarita,fresh lime juice,0.75,cup
Froen RaspberryGinger Margarita,agave syrup,0.25,cup
Froen RaspberryGinger Margarita,finely grated ginger,5.5,teaspoons
Froen RaspberryGinger Margarita,-thick) lime wheels (optional),4.0,(1/4-inch
Froen RaspberryGinger Margarita,Kosher salt (optional),N/A,N/A
Tiki CantaloupeCoconut Cocktail,medium cantaloupe,1.0,
Tiki CantaloupeCoconut Cocktail,unsweetened coconut milk,0.5,cup
Tiki CantaloupeCoconut Cocktail,tequila,0.5,cup
Tiki CantaloupeCoconut Cocktail,Midori or tequila,0.25,cup
Tiki CantaloupeCoconut Cocktail,fresh lime juice,0.25,cup
Tiki CantaloupeCoconut Cocktail,agave nectar,0.25,cup
Tiki CantaloupeCoconut Cocktail,Mint sprigs and lime wheels (for serving),N/A,N/A
BlueberryApple Cordials,fresh blueberries,2.0,cups
BlueberryApple Cordials,wide strip lemon zest,1.0,
BlueberryApple Cordials,applejack brandy (such as Laird’s Jersey Lightning),2.0,cups
BlueberryApple Cordials,Simple syrup (for serving),N/A,N/A
BlueberryApple Cordials,Sparkling wine or club soda (for serving; optional),N/A,N/A
BlueberryApple Cordials,jar; 3 layers of cheesecloth,32.0,-ounce
Arnies Gimlet Slush,vodka,6.0,ounces
Arnies Gimlet Slush,simple syrup,5.0,ounces
Arnies Gimlet Slush,chilled brewed black tea,4.0,ounces
Arnies Gimlet Slush,fresh lime juice,3.0,ounces
Arnies Gimlet Slush,Mint sprigs (for serving),N/A,N/A
Grenadine Syrup,100% pomegranate juice (such as Pom Wonderful),2.0,cups
Grenadine Syrup,granulated sugar,2.0,cups
Cucumber Gin Cocktail,English hothouse cucumber,1.0,
Cucumber Gin Cocktail,strips lime zest,5.0,kaffir lime leaves or four 2-inch
Cucumber Gin Cocktail,raw sugar,2.0,teaspoons
Cucumber Gin Cocktail,"lemon wheels, divided",4.0,
Cucumber Gin Cocktail,gin,4.0,ounces
Cucumber Gin Cocktail,fresh lime juice,1.0,ounce
Cucumber Gin Cocktail,Club soda (for serving),N/A,N/A
Grilled Stone Fruit Sangria,Vegetable oil (for grill),N/A,N/A
Grilled Stone Fruit Sangria,"peaches, halved, pitted",2.0,
Grilled Stone Fruit Sangria,"plums, halved, pitted",2.0,
Grilled Stone Fruit Sangria,"nectarine, halved, pitted",1.0,
Grilled Stone Fruit Sangria,"cherries, 6 halved, pitted, 6 left whole for serving",12.0,
Grilled Stone Fruit Sangria,red wine,750.0,ml
Grilled Stone Fruit Sangria,orange juice,0.5,cup
Grilled Stone Fruit Sangria,brandy,0.25,cup
Grilled Stone Fruit Sangria,simple syrup,0.25,cup
The Sicilian Slush,Campari,0.5,cup
The Sicilian Slush,fresh lemon juice,0.25,cup
The Sicilian Slush,fresh orange juice,0.25,cup
The Sicilian Slush,gin,0.25,cup
The Sicilian Slush,(or more) simple syrup,0.25,cup
The Sicilian Slush,orange wheels,4.0,
PineappleHibiscus Cocktail,sugar,2.75,cups
PineappleHibiscus Cocktail,pieces,1.0,"pineapple, peeled, cut into 1 1/2-inch"
PineappleHibiscus Cocktail,distilled white vinegar,6.0,tablespoons
PineappleHibiscus Cocktail,dried hibiscus flowers,0.25,cup
PineappleHibiscus Cocktail,"jalapeño, thinly sliced into rounds",1.0,
PineappleHibiscus Cocktail,sprigs mint,5.0,
PineappleHibiscus Cocktail,"lime, thinly sliced into wheels",1.0,
PineappleHibiscus Cocktail,tequila,2.0,cups
PineappleHibiscus Cocktail,fresh lime juice,1.0,cup
Gold Rush,bourbon,2.0,ounces
Gold Rush,fresh lemon juice,0.75,ounce
Gold Rush,honey,0.75,ounce
Aviation,London dry gin,2.0,ounces
Aviation,fresh lemon juice,0.75,ounce
Aviation,maraschino liqueur (such as Luxardo),0.75,ounce
Aviation,Maraschino cherry (for serving),N/A,N/A
Beer Americano,Campari,5.5,ounces
Beer Americano,"sweet vermouth, preferably Carpano Antica Formula",5.5,ounces
Beer Americano,lager,3.0,ounces
Beer Americano,"Orange zest, for garnish",N/A,N/A
Emerald Isle,cucumber slices,3.0,
Emerald Isle,fresh tarragon leaves,10.0,
Emerald Isle,Dingle Irish pot still gin,5.5,ounces
Emerald Isle,Bushmills Black Bush Irish whiskey,0.5,ounce
Emerald Isle,Cocchi Americano aperitif,0.75,ounce
Emerald Isle,grapefruit juice,1.0,ounce
Modern Bronx,Beefeater London Dry Gin,5.5,ounces
Modern Bronx,Cinzano Rosso sweet vermouth,0.5,ounce
Modern Bronx,Noilly Prat extra dry vermouth,0.5,ounce
Modern Bronx,fresh orange juice,1.0,ounce
Modern Bronx,(optional),6.0,
Punch House Sprit,Cocchi Americano,2.0,ounces
Punch House Sprit,Lini Lambrusco Rosato,4.0,ounces
Punch House Sprit,fresh grapefruit juice,1.0,ounce
Punch House Sprit,soda water,1.0,ounce
Punch House Sprit,"grapefruit wheel, for garnish",1.0,
Tarocco Sprit,sugar,1.0,cup
Tarocco Sprit,water,1.0,cup
Tarocco Sprit,vanilla bean,1.0,
Tarocco Sprit,gin,1.0,ounce
Tarocco Sprit,Cappelletti,0.5,ounce
Tarocco Sprit,fresh blood orange juice,0.75,ounce
Tarocco Sprit,fresh lemon juice,0.5,ounce
Tarocco Sprit,vanilla syrup,0.5,ounce
Tarocco Sprit,Prosecco,2.0,ounces
Tarocco Sprit,"blood orange wheel, for garnish",1.0,
Gin Basil Smash,Demerara sugar,1.0,cup
Gin Basil Smash,water,1.0,cup
Gin Basil Smash,gin (such as Beefeater),2.0,ounces
Gin Basil Smash,fresh lemon juice,1.0,ounce
Gin Basil Smash,simple syrup,0.6666666666666666,ounce
Gin Basil Smash,),10.0,
Gin Basil Smash,"Basil sprig, for garnish",N/A,N/A
Claret Cup,red wine,3.0,ounces
Claret Cup,sherry (preferably Amontillado) or sweet vermouth,0.5,ounce
Claret Cup,orange curaçao (or triple sec if you like it sweeter),0.5,ounce
Claret Cup,fresh lemon juice,0.5,ounce
Claret Cup,soda water,2.0,ounces
Claret Cup,"Cucumber slices, for garnish",N/A,N/A
Claret Cup,"Orange slices, for garnish",N/A,N/A
Three Dots and a Dash,honey,5.5,cups
Three Dots and a Dash,water,5.5,cups
Three Dots and a Dash,fresh lime juice,0.5,ounce
Three Dots and a Dash,fresh orange juice,0.5,ounce
Three Dots and a Dash,SC honey syrup,0.5,ounce
Three Dots and a Dash,John D. Taylor's Velvet Falernum,0.25,ounce
Three Dots and a Dash,St. Elizabeth Allspice Dram,0.25,ounce
Three Dots and a Dash,rhum agricole vieux (such as Duqesne Eleve Sous Bois or J.M. Gold),5.5,ounces
Three Dots and a Dash,blended age rum (such as Appleton Estate Reserve or Real McCoy 5-Year),0.5,ounce
Three Dots and a Dash,Angostura bitters,1.0,dash
Three Dots and a Dash,"maraschino cherries, for serving",3.0,
Three Dots and a Dash,"pineapple chunk, for serving",1.0,
The Mecal Sunset,pomegranate juice,0.5,cup
The Mecal Sunset,sugar,0.5,cup
The Mecal Sunset,mezcal,1.0,ounce
The Mecal Sunset,dry sparkling white wine,1.0,ounce
The Mecal Sunset,"orange juice, preferably fresh squeezed and strained",2.0,ounces
Whiskey Sour,whiskey,2.0,or 3 ounces
Whiskey Sour,lemon juice,2.0,tablespoons
Whiskey Sour,superfine sugar,0.5,or 1 teaspoon
Whiskey Sour,or 4 ice cubes,3.0,
Whiskey Sour,orange or lemon slice or peel,1.0,
Whiskey Sour,Maraschino cherry,N/A,N/A
Siesta,tequila blanco,2.0,ounces
Siesta,fresh lime juice,0.75,ounce
Siesta,simple syrup,0.75,ounce
Siesta,½ ounce Campari,N/A,N/A
Siesta,½ ounce fresh grapefruit juice,N/A,N/A
Siesta,Lime wheel (for serving),N/A,N/A
Mojito,) fresh lime juice,2.0,tablespoons (1 ounce
Mojito,superfine sugar,2.0,heaping teaspoons
Mojito,crushed ice,1.0,cup
Mojito,"fresh mint leaves, plus 5 small sprigs for garnish",12.0,
Mojito,) white rum,0.25,cup (2 ounces
Mojito,) club soda,2.0,tablespoons (1 ounce
Margarita,lemon wedge,1.0,
Margarita,Coarse salt,N/A,N/A
Margarita,reposado or blanco (silver) tequila made from 100 percent agave,2.0,ounces
Margarita,Cointreau,1.0,ounce
Margarita,lime juice,1.0,ounce
Kamikae,vodka,2.0,ounces
Kamikae,fresh lime juice,0.75,ounce
Kamikae,triple sec,0.75,ounce
French ,Crushed ice,N/A,N/A
French ,dry gin,5.5,ounces
French ,lemon juice,1.0,tablespoon
French ,superfine sugar,1.0,teaspoon
French ,chilled champagne,6.0,ounces
Daiquiri,light rum,2.0,ounces
Daiquiri,lime juice,5.5,tablespoons
Daiquiri,superfine sugar,0.5,teaspoons
Daiquiri,or 4 ice cubes,3.0,
Cosmopolitan,) citrus vodka,3.0,tablespoons (1 1/2 ounces
Cosmopolitan,") orange liqueur, such as Triple Sec",5.5,tablespoons (3/4 ounce
Cosmopolitan,freshly squeezed lime juice,0.5,teaspoon
Cosmopolitan,simple syrup,0.5,teaspoon
Cosmopolitan,cranberry juice,1.0,teaspoon
Cosmopolitan,ice cubes,1.0,cup
Cosmopolitan,lemon or orange twist,N/A,N/A
RhubarbFennel Gin Cocktail,"fennel bulb, untrimmed, coarsely chopped",0.25,
RhubarbFennel Gin Cocktail,dry vermouth (preferably Dolin),375.0,-ml
RhubarbFennel Gin Cocktail,"large rhubarb stalk, thinly sliced, plus more, shaved, for serving",1.0,
RhubarbFennel Gin Cocktail,sugar,0.5,cup
RhubarbFennel Gin Cocktail,fresh lemon juice,0.75,cup
RhubarbFennel Gin Cocktail,gin (preferably Fords),0.75,cup
The Spring Sprit,Aperol,2.0,ounces
The Spring Sprit,sparkling white wine,2.0,ounces
The Spring Sprit,fresh grapefruit juice (preferably ruby red),1.0,ounce
The Spring Sprit,Splash of soda water,N/A,N/A
The Spring Sprit,grapefruit wheel (preferably ruby red: for garnish),0.5,
The Last Tango in Modena,St. Germain,1.0,cup
The Last Tango in Modena,egg whites,1.0,cup
The Last Tango in Modena,"25-year-old traditional balsamic vinegar, Preferably Leonardo e Robert’s gourmet blends",1.0,ounce
The Last Tango in Modena,Hendrick's gin,2.0,ounces
The Last Tango in Modena,St. Germain Foam,N/A,N/A
The Last Tango in Modena,"Slice of fresh strawberry, for garnish",N/A,N/A
Sparkling Lemon Cocktail,"Meyer or regular lemons, thinly sliced into rounds, seeds removed",2.0,
Sparkling Lemon Cocktail,sugar cubes,8.0,
Sparkling Lemon Cocktail,Angostura bitters,5.5,teaspoons
Sparkling Lemon Cocktail,"dry Prosecco or other sparkling wine, chilled",1500.0,-ml
The Rattlesnake,sugar,0.5,cup
The Rattlesnake,"large egg whites (see Cooks' Note), separated individually",4.0,
The Rattlesnake,rye whiskey,8.0,ounces
The Rattlesnake,fresh lemon juice,4.0,ounces
The Rattlesnake,Pernod or absinthe (for serving),N/A,N/A
