drink_name,ingredient,measurement,unit
Pimms Cup Cocktails,Ice cubes,N/A,N/A
Pimms Cup Cocktails,Cucumber spears (for garnish),N/A,N/A
Pomegranate Cocktail,"premium vodka (Blowfish Sushi uses Han Soju, an Asian spirit)",6.0,ounces
Pomegranate Cocktail,seltzer,2.0,ounces
Pomegranate Cocktail,Triple Sec,4.0,ounces
Pomegranate Cocktail,pomegranate juice,4.0,ounces
Pomegranate Cocktail,"lemons, juiced",2.0,
Pomegranate Cocktail,"pomegranate, seeded",1.0,
Wahine Pineapple Punch,cracked ice,1.0,cup
Wahine Pineapple Punch,) unsweetened pineapple juice,3.0,ounces (6 tablespoons
Wahine Pineapple Punch,) white rum,2.0,ounces (1/4 cup
Wahine Pineapple Punch,) vodka,2.0,ounces (1/4 cup
Wahine Pineapple Punch,fresh lemon juice,2.0,tablespoons
Wahine Pineapple Punch,simple syrup,1.0,tablespoon
Wahine Pineapple Punch,"wooden or plastic skewers, each threaded with a pineapple wedge and a maraschino cherry",2.0,
Bloody Mary,) tomato juice,0.25,cup (2 ounces
Bloody Mary,) vodka,3.0,tablespoons (1 1/2 ounces
Bloody Mary,Worcestershire sauce,1.0,teaspoon
Bloody Mary,freshly grated horseradish,0.75,teaspoon
Bloody Mary,"hot pepper sauce, such as Tabasco",3.0,dashes
Bloody Mary,salt,1.0,pinch
Bloody Mary,freshly ground black pepper,1.0,dash
Bloody Mary,ice cubes,1.0,cup
Bloody Mary,fresh lemon juice,0.25,teaspoon
Bloody Mary,stalk celery,1.0,
Bloody Mary,lemon wedge (optional),1.0,
El Diablo,ice cubes,1.0,cup
El Diablo,) reposado tequila,0.25,cup (2 ounces
El Diablo,) ginger beer or ginger ale,6.0,tablespoons (3 ounces
El Diablo,crème de cassis,1.0,teaspoon
El Diablo,lime wedge,1.0,
Royal Blush,),1.0,teaspoon cherry purée (note: recipe below makes 3/4 cup
Royal Blush,) vodka,3.0,tablespoons (1 1/2 ounces
Royal Blush,) fresh lime juice,5.5,tablespoons (3/4 ounce
Royal Blush,) simple syrup,1.0,tablespoon (1/2 ounce
Royal Blush,fresh mint leaves,5.0,
Royal Blush,ice cubes,1.0,cup
Royal Blush,") dry sparkling wine, such as brut Champagne, chilled",0.25,cup (2 ounces
Pimms Cup,or 3 ice cubes,2.0,
Pimms Cup,thin slice lemon,1.0,
Pimms Cup,Small piece cucumber peel,N/A,N/A
Pimms Cup,"Pimm's No. 1, 2 or 3",2.0,ounces
Pimms Cup,"Lemon soda, Tom Collins mix or club soda",N/A,N/A
Pisco Sour,Pisco (Peruvian brandy),2.0,ounces
Pisco Sour,superfine sugar,1.0,teaspoon
Pisco Sour,lime or lemon juice,1.0,teaspoon
Pisco Sour,egg white,1.0,tablespoon
Pisco Sour,or 4 ice cubes,3.0,
Pisco Sour,Angostura bitters,2.0,or 3 dashes
Ramos Gin Fi,Cut lemon,N/A,N/A
Ramos Gin Fi,Superfine sugar,N/A,N/A
Ramos Gin Fi,gin,2.0,ounces
Ramos Gin Fi,egg white,1.0,
Ramos Gin Fi,cream,2.0,tablespoons
Ramos Gin Fi,orange-flower water,0.5,teaspoon
Ramos Gin Fi,lemon juice,2.0,tablespoons
Ramos Gin Fi,lime juice,5.5,tablespoons
Ramos Gin Fi,crushed ice,0.5,cup
Ramos Gin Fi,Club soda (optional),N/A,N/A
Martine,gin or vodka,5.5,ounces
Martine,dry vermouth,1.0,ounce
Martine,orange bitters,2.0,dashes
Martine,curaçao,5.5,teaspoon
Martine,or 4 ice cubes,3.0,
Blood and Sand,Scotch whiskey,0.5,ounce
Blood and Sand,cherry brandy,0.5,ounce
Blood and Sand,sweet vermouth,0.5,ounce
Blood and Sand,orange juice,0.5,ounce
Blood and Sand,or 4 ice cubes,3.0,
Nutty Monk,Cognac,1.0,liter
Nutty Monk,walnut halves,1.0,cup
Nutty Monk,) Benedictine liqueur,2.0,tablespoons (1 ounce
Nutty Monk,bitters,1.0,dash
Nutty Monk,ice cubes plus 1 large cube,1.0,cup
Nutty Monk,fresh cherry,1.0,
Nutty Monk,"funnel, coffee filter",N/A,N/A
King of Snake Cocktail,"slice peeled fresh ginger, coarsely chopped",3.6666666666666665,-inch
King of Snake Cocktail,(packed) golden brown sugar,2.0,tablespoons
King of Snake Cocktail,ice cubes,2.0,cups
King of Snake Cocktail,vodka,0.25,cup
King of Snake Cocktail,fresh lemon juice,0.25,cup
King of Snake Cocktail,chile-pepper-flavored vodka (such as Absolut Peppar or Stolichnaya Pepper),2.0,tablespoons
King of Snake Cocktail,Cointreau or other orange liqueur,2.0,tablespoons
King of Snake Cocktail,Crushed ice,N/A,N/A
Orange Aperol Sun,Ice cubes,N/A,N/A
Orange Aperol Sun,Aperol,6.0,tablespoons
Orange Aperol Sun,fresh orange juice,6.0,tablespoons
Orange Aperol Sun,Prosecco,1750.0,-ml bottle
Orange Aperol Sun,thin orange slices (for garnish),6.0,
Catch Cocktail,Batavia arrack,6.0,tablespoons
Catch Cocktail,manzanilla Sherry,6.0,tablespoons
Catch Cocktail,Clément Créole Shrubb,6.0,tablespoons
Catch Cocktail,Homemade Chocolate Liqueur,6.0,teaspoons
Catch Cocktail,Ice cubes,N/A,N/A
Catch Cocktail,orange peel strips,4.0,
The Celtic Buck,ground allspice,0.5,ounce
The Celtic Buck,sugar,2.0,cups
The Celtic Buck,water,2.0,cups
The Celtic Buck,) Scotch whisky,0.25,cup (2 ounces
The Celtic Buck,) pear nectar,2.0,tablespoons (1 ounce
The Celtic Buck,) fresh lemon juice,1.0,tablespoon (1/2 ounce
The Celtic Buck,to 6 cubes ice,5.0,
The Celtic Buck,) ginger ale,3.0,tablespoons (1 1/2 ounces
The Celtic Buck,slices pear (optional),3.0,
The Celtic Buck,stick cinnamon (optional),1.0,
The Celtic Buck,"toothpick, 2 thin straws (optional)",1.0,
Abinsthe Frappe,crushed or cracked ice,1.0,cup
Abinsthe Frappe,) absinthe,3.0,tablespoons (1 1/2 ounces
Abinsthe Frappe,) simple syrup,1.0,tablespoon (1/2 ounce
Abinsthe Frappe,) club soda (optional),2.0,to 4 tablespoons (1 to 2 ounces
Absinthe Suissesse,) absinthe,3.0,tablespoons (1 1/2 ounces
Absinthe Suissesse,) orgeat syrup*,1.0,tablespoon (1/2 ounce
Absinthe Suissesse,pasteurized liquid egg whites (optional),1.0,egg white** or 2 tablespoons
Absinthe Suissesse,orange flower water (optional),1.0,dash
Absinthe Suissesse,) heavy cream or half-and-half,0.25,cup (2 ounces
Absinthe Suissesse,crushed ice,0.5,cup
Absinthe Suissesse,"*Orgeat syrup is also known by its Italian name, orzata syrup. Camper English prefers orgeat syrup from Torani or Fee Brothers.",N/A,N/A
Absinthe Suissesse,**The egg white in this recipe is not cooked. If there is a problem with salmonella in your area omit the egg white or use pasteurized egg whites.,N/A,N/A
Absinthe Saerac,ice cubes,5.5,cups
Absinthe Saerac,sugar,1.0,cube or 1/2 teaspoon
Absinthe Saerac,Peychaud Bitters*,4.0,dashes
Absinthe Saerac,) rye whiskey,0.25,cup (2 ounces
Absinthe Saerac,absinthe,0.5,teaspoon
Absinthe Saerac,thin strip lemon peel,1.0,
Absinthe Saerac,"*Peychaud Bitters are available online at buffalotrace.com. If unavailable, Angostura Bitters can be substituted.",N/A,N/A
Chrysanthemum,absinthe,1.0,teaspoon
Chrysanthemum,) Benedictine liqueur,2.0,tablespoons (1 ounce
Chrysanthemum,) dry vermouth,0.25,cup (2 ounces
Chrysanthemum,ice cubes,1.0,cup
Chrysanthemum,thin strip orange peel,1.0,
Death in the Afternoon,) absinthe,3.0,tablespoons (1 1/2 ounces
Death in the Afternoon,) cold Champagne or sparkling wine,0.5,to 3/4 cup (4 to 6 ounces
Old Fashioned,simple syrup,1.0,scant teaspoon
Old Fashioned,"Angostura Bitters, plus more to taste",2.0,dashes
Old Fashioned,"half dollar–sized slice orange peel, including pith",1.0,
Old Fashioned,good-quality rye or bourbon,2.0,ounces
Old Fashioned,maraschino cherry,1.0,
Christmas Caipirinhas,-long strips),4.0,large limes (green part only; removed with vegetable peeler in 2-inch
Christmas Caipirinhas,fresh lime juice,1.0,cup
Christmas Caipirinhas,-thick slices peeled fresh ginger,20.25,-inch
Christmas Caipirinhas,sugar,0.25,cup
Christmas Caipirinhas,large fresh mint leaves plus 10 fresh mint sprigs for garnish,30.0,
Christmas Caipirinhas,Brazilian rum (such as cachaça),1.0,cup
Christmas Caipirinhas,ice cubes plus additional for serving,3.0,cups
Christmas Caipirinhas,ginger beer or ginger ale,5.0,cups
Sidecar,brandy,2.0,ounces
Sidecar,Cointreau or Triple Sec,0.5,ounce
Sidecar,lemon juice,0.5,ounce
Sidecar,or 4 ice cubes,3.0,
Grape Crush Martini,pound Concord grapes (about 44 grapes),0.5,
Grape Crush Martini,vodka,0.5,cup
Grape Crush Martini,superfine sugar,0.25,cup
Grape Crush Martini,fresh lime juice (from about 3 limes),0.25,cup
Grape Crush Martini,ice,1.0,cup
Sangria Blanco,to 8 ice cubes,6.0,
Sangria Blanco,) cachaca,20.5,teaspoons (3/4 ounce
Sangria Blanco,) Pisco,20.5,teaspoons (3/4 ounce
Sangria Blanco,) St Germain (elderflower liqueur),20.5,teaspoons (3/4 ounce
Sangria Blanco,) semisweet white wine such as a Riesling or Gewürztraminer,0.25,cup (2 ounces
Sangria Blanco,freshly squeezed lime juice plus 2 thin slices lime,0.125,teaspoon
Sangria Blanco,) soda water,0.25,cup (2 ounces
Sangria Blanco,thin slices kiwi,3.0,
Sangria Blanco,thin slices apple,3.0,
Sangria Blanco,thin slices cucumber,3.0,
Sangria Blanco,"green grapes, cut in half",3.0,
Sangria Blanco,fresh sage leaves,2.0,
Sangria Blanco,sprig fresh thyme,1.0,
Amaonia,) cachaca,2.0,tablespoons (1 ounce
Amaonia,fresh mint leaves,6.0,
Amaonia,to 10 ice cubes,8.0,
Amaonia,) apple juice,2.0,tablespoons (1 ounce
Amaonia,) freshly squeezed lime juice,1.0,tablespoon (1/2 ounce
Amaonia,) simple syrup,1.0,tablespoon (1/2 ounce
Amaonia,) Champagne or any sparkling wine,6.0,tablespoons (3 ounces
Amaonia,apple slice,1.0,
Bloody Carioca,to 10 ice cubes,8.0,
Bloody Carioca,) cachaca,0.25,cup (2 ounces
Bloody Carioca,) tomato juice,0.5,cup (4 ounces
Bloody Carioca,) passion fruit juice,1.0,tablespoon (1/2 ounce
Bloody Carioca,) lemon juice,1.0,tablespoon (1/2 ounce
Bloody Carioca,lime juice,0.5,teaspoon
Bloody Carioca,freshly ground black pepper,0.125,teaspoon
Bloody Carioca,ground celery salt,0.125,teaspoon
Bloody Carioca,ground nutmeg,0.125,teaspoon
Bloody Carioca,sea salt,0.125,teaspoon
Bloody Carioca,"hot sauce, such as Tabasco",0.25,teaspoon
Bloody Carioca,Worcestershire sauce,0.25,teaspoon
Bloody Carioca,thick),1.0,stick cucumber (about 7 inches long and 1/4 inch
Bloody Carioca,green olives,2.0,
Caipirinha de Uva,lime wedges (from 1/2 lime),4.0,
Caipirinha de Uva,green grapes,7.0,
Caipirinha de Uva,"raw sugar, such as turbinado or Demerara",2.0,teaspoons
Caipirinha de Uva,) cachaca,0.25,cup (2 ounces
Caipirinha de Uva,) semisweet white wine such as Gewürztraminer,3.0,tablespoons (1 1/2 ounces
Caipirinha de Uva,to 10 ice cubes,8.0,
Caipirinha de Uva,) wooden skewer,1.0,(4-to 5-inch
Pearl Button,to 10 ice cubes,8.0,
Pearl Button,) cachaca,0.25,cup (2 ounces
Pearl Button,) Lillet Blanc,20.5,teaspoons (3/4 ounce
Pearl Button,) freshly squeezed lime juice,1.0,tablespoon (1/2 ounce
Pearl Button,) San Pellegrino Limonata,0.5,cup (4 ounces
Pearl Button,grapefruit wheel,0.5,
Cucumber Martini,gin,5.5,cups
Cucumber Martini,"-thick slices, plus 6 thin slices for garnish",1.0,"cucumber (about 9 ounces), cut into 1/3-inch"
Cucumber Martini,(or more) dry vermouth,2.0,tablespoons
Cucumber Martini,Ice cubes,N/A,N/A
The Widows Touch,ice cubes,1.0,cup
The Widows Touch,Laird's Applejack,5.0,tablespoons
The Widows Touch,St-Germain (elderflower liqueur),3.0,tablespoons
The Widows Touch,Bénédictine liqueur,1.0,tablespoon
The Widows Touch,of angostura bitters,2.0,dashes
Watermelon Rum Mash,"fresh shiso (or mint) leaves, plus 8 additional sprigs for garnish",6.0,
Watermelon Rum Mash,"(2 3/4 quarts) cubed seedless watermelon, pureed and strained (makes 1 1/2 quarts juice)",30.75,cups
Watermelon Rum Mash,white rum (or to taste),4.0,cups
French  Cocktail,sugar,0.3333333333333333,cup
French  Cocktail,water,0.3333333333333333,cup
French  Cocktail,gin (preferably English dry gin),0.5,cup
French  Cocktail,fresh lemon juice,3.0,tablespoons
French  Cocktail,well-chilled Champagne,750.0,-ml
French  Cocktail,Garnish: julienned lemon zest,N/A,N/A
Satans Whiskers,Cracked ice,N/A,N/A
Satans Whiskers,gin,1.0,ounce
Satans Whiskers,dry vermouth,1.0,ounce
Satans Whiskers,sweet vermouth,1.0,ounce
Satans Whiskers,freshly squeezed orange juice,1.0,ounce
Satans Whiskers,orange curaçao or Grand Marnier,4.0,teaspoons
Satans Whiskers,orange bitters,2.0,teaspoons
Satans Whiskers,"orange twists, for garnish",2.0,
Baooka Bubblegum Cocktail,"pieces bubblegum, preferably Double Bubble, cut in half",16.0,
Baooka Bubblegum Cocktail,) vodka,2.0,cups (16 ounces
Baooka Bubblegum Cocktail,) freshly squeezed lemon juice (from ½ lemon),1.0,tablespoon (1/2 ounce
Baooka Bubblegum Cocktail,) freshly squeezed lime juice (from ½ lime),1.0,tablespoon (1/2 ounce
Baooka Bubblegum Cocktail,) simple syrup,1.0,tablespoon (1/2 ounce
Baooka Bubblegum Cocktail,pasteurized liquid egg whites (optional),0.5,egg white* or 1 tablespoon
Baooka Bubblegum Cocktail,ice,1.0,cup
Baooka Bubblegum Cocktail,*The egg white in this recipe is not cooked. If there is a problem with salmonella in your area omit the egg white or use pasteurized egg whites.,N/A,N/A
Negroni Punch,"assorted fresh fruit (such as berries, pitted cherries, and pitted sliced apricots and peaches)",4.0,cups
Negroni Punch,sugar (optional),2.0,to 4 tablespoons
Negroni Punch,Campari,1.0,cup
Negroni Punch,sweet vermouth,1.0,cup
Negroni Punch,gin,1.0,cup
Negroni Punch,chilled Prosecco,2750.0,-ml bottles
Negroni Punch,Ice cubes,N/A,N/A
Mint Julep,fresh mint leaves plus 1 mint sprig for garnish,6.0,
Mint Julep,"superfine sugar, or to taste",1.0,teaspoon
Mint Julep,water,2.0,teaspoons
Mint Julep,crushed ice,N/A,N/A
Mint Julep,) bourbon,5.5,ounces (1 jigger
Celebration Fi,halved seedless white grapes,0.25,cup
Celebration Fi,mandarin vodka,5.5,ounces
Celebration Fi,white grape juice,0.25,cup
Celebration Fi,chilled Champagne,6.0,ounces
Champagne Punch,Triple Sec,1.0,cup
Champagne Punch,brandy,1.0,cup
Champagne Punch,Chambord,0.5,cup
Champagne Punch,unsweetened pineapple juice,2.0,cups
Champagne Punch,quart chilled ginger ale,1.0,
Champagne Punch,dry champagne,2.0,chilled 750-ml. bottles
Ginger Champagne Cocktail,chopped fresh ginger,0.5,cup
Ginger Champagne Cocktail,sugar,0.6666666666666666,cup plus 2 tablespoons
Ginger Champagne Cocktail,Chinese five-spice powder,0.25,teaspoon
Ginger Champagne Cocktail,chopped crystallized ginger,3.0,tablespoons
Ginger Champagne Cocktail,whole star anise,8.0,
Ginger Champagne Cocktail,(750 ml) Champagne or sparkling wine,1.0,bottle
Gin Rickeys,) gin,3.0,ounces (6 tablespoons
Gin Rickeys,fresh lime juice,2.0,tablespoons
Gin Rickeys,chilled club soda or seltzer,6.0,to 8 oz
Gin Rickeys,Garnish: lime wedges,N/A,N/A
Perfect Bourbon Manhattans,) bourbon,4.0,ounces (1/2 cup
Perfect Bourbon Manhattans,) sweet vermouth,1.0,ounce (2 tablespoons
Perfect Bourbon Manhattans,) dry vermouth,1.0,ounce (2 tablespoons
Perfect Bourbon Manhattans,Angostura bitters,2.0,dashes
Perfect Bourbon Manhattans,Garnish: maraschino cherries,N/A,N/A
Sparkling Ginger Cocktails,water,0.75,cup
Sparkling Ginger Cocktails,),0.5,cup sliced fresh ginger (2 ounces
Sparkling Ginger Cocktails,"sugar, divided",0.75,cup
Sparkling Ginger Cocktails,finely chopped crystallized ginger,1.0,tablespoon
Sparkling Ginger Cocktails,lemon wedges,2.0,
Sparkling Ginger Cocktails,chilled Prosecco,1500.0,-ml
Bourbon Punch with Pink Grapefruit and Mint,water,0.3333333333333333,cup
Bourbon Punch with Pink Grapefruit and Mint,sugar,0.3333333333333333,cup
Bourbon Punch with Pink Grapefruit and Mint,"fresh mint sprigs, divided",15.0,
Bourbon Punch with Pink Grapefruit and Mint,strained fresh pink grapefruit juice,4.0,cups
Bourbon Punch with Pink Grapefruit and Mint,bourbon,10.5,cups
Bourbon Punch with Pink Grapefruit and Mint,angostura bitters,12.0,dashes
Bourbon Punch with Pink Grapefruit and Mint,club soda,1.0,cup
Bourbon Punch with Pink Grapefruit and Mint,ice block,1.0,
PineappleGin Punch,water,1.0,cup
PineappleGin Punch,sugar,1.0,cup
PineappleGin Punch,finely grated lime peel,1.0,tablespoon
PineappleGin Punch,pineapple juice,2.0,cups
PineappleGin Punch,(or more) gin,2.0,cups
PineappleGin Punch,club soda,2.0,cups
PineappleGin Punch,fresh lime juice,15.5,tablespoons
PineappleGin Punch,orange bitters or angostura bitters,0.125,teaspoon
PineappleGin Punch,cubes,1.0,"large pineapple, peeled, cored, cut into 1/3-inch"
PineappleGin Punch,ice block,1.0,
Flaming Brandy Punch,water,2.75,cups
Flaming Brandy Punch,(packed) dark brown sugar,2.75,cups
Flaming Brandy Punch,"cinnamon sticks, broken in half",2.0,
Flaming Brandy Punch,whole cloves,4.0,
Flaming Brandy Punch,-long strip orange peel,14.0,-inch
Flaming Brandy Punch,dry red wine,2750.0,-ml bottles
Flaming Brandy Punch,fresh orange juice,1.0,cup
Flaming Brandy Punch,fresh lemon juice,0.5,cup
Flaming Brandy Punch,brandy,4.0,cups
Flaming Brandy Punch,whole nutmeg,1.0,
Green Tea and Citrus Whiskey Punch,water,8.0,cups
Green Tea and Citrus Whiskey Punch,green tea bags,6.0,
Green Tea and Citrus Whiskey Punch,sugar,1.0,cup
Green Tea and Citrus Whiskey Punch,cava,1750.0,-ml bottle
Green Tea and Citrus Whiskey Punch,Scotch,2.0,cups
Green Tea and Citrus Whiskey Punch,Irish whiskey,2.0,cups
Green Tea and Citrus Whiskey Punch,dry fino Sherry,2.0,cups
Green Tea and Citrus Whiskey Punch,fresh orange juice,2.0,cups
Green Tea and Citrus Whiskey Punch,fresh lemon juice,3.0,tablespoons
Green Tea and Citrus Whiskey Punch,ice block,1.0,
PomegranateChampagne Punch,water,0.5,cup
PomegranateChampagne Punch,sugar,0.5,cup
PomegranateChampagne Punch,chilled brut Champagne,2750.0,-ml bottles
PomegranateChampagne Punch,white rum,5.5,cups
PomegranateChampagne Punch,pomegranate juice,2.75,cups
PomegranateChampagne Punch,"large lemon, thinly sliced",1.0,
PomegranateChampagne Punch,Pomegranate seeds,N/A,N/A
PomegranateChampagne Punch,Fresh mint leaves,N/A,N/A
PomegranateChampagne Punch,ice block,1.0,
AmarettoCranberry Kiss,cranberry juice cocktail,2.0,cups
AmarettoCranberry Kiss,vodka,1.0,cup
AmarettoCranberry Kiss,amaretto,0.5,cup
AmarettoCranberry Kiss,fresh orange juice,3.0,tablespoons
AmarettoCranberry Kiss,Ice cubes,N/A,N/A
AmarettoCranberry Kiss,"Clementines, peeled, separated into segments",N/A,N/A
Apple Soju Cocktails,Pink Lady or Granny Smith apple,1.0,
Apple Soju Cocktails,soju or sake,2.0,cups
Apple Soju Cocktails,),5.0,cups chilled tonic water (40 fluid ounces
Apple Soju Cocktails,lime wedges,8.0,
Apple Soju Cocktails,julienne blade,0.25,-inch
Calvados Sidecars,lemon wedge,1.0,
Calvados Sidecars,Granulated sugar for coating rims of glasses,N/A,N/A
Calvados Sidecars,) Calvados,5.5,ounces (3 tablespoons
Calvados Sidecars,) orange liqueur such as Cointreau,0.5,ounce (1 tablespoon
Calvados Sidecars,fresh lemon juice,1.0,tablespoon
Calvados Sidecars,Equipment: a cocktail shaker with strainer,N/A,N/A
Calvados Sidecars,Garnish: lemon twists,N/A,N/A
Pear Brandy Cocktails,sugar cubes,6.0,
Pear Brandy Cocktails,pear brandy,6.0,teaspoons
Pear Brandy Cocktails,Prosecco,1.0,chilled 750-ml bottle
Pineapple Rum Cocktails,(1 quart) chilled pineapple juice (preferably from a carton),32.0,ounces
Pineapple Rum Cocktails,mint leaves,1.0,cup
Pineapple Rum Cocktails,sugar,2.0,tablespoons
Pineapple Rum Cocktails,fresh lime juice,0.25,cup
Pineapple Rum Cocktails,) gold rum,12.0,ounces (1 1/2 cups
Pineapple Rum Cocktails,Garnish: mint sprigs; lime wedges,N/A,N/A
Tolstoi Stoli Bloody Mary,"pounds ripe Tolstoi tomatoes or other red juicy tomatoes (about 8 medium), cored, seeded, chopped",10.5,
Tolstoi Stoli Bloody Mary,(packed) torn fresh basil leaves,0.25,cup
Tolstoi Stoli Bloody Mary,Worcestershire sauce,1.0,teaspoon
Tolstoi Stoli Bloody Mary,(scant) hot pepper sauce,1.0,teaspoon
Tolstoi Stoli Bloody Mary,fleur de sel or coarse kosher salt,0.5,teaspoon
Tolstoi Stoli Bloody Mary,ground black pepper,0.25,teaspoon
Tolstoi Stoli Bloody Mary,vodka (preferably Stolichnaya),6.0,tablespoons
Tolstoi Stoli Bloody Mary,small whole leaves for garnish,6.0,
SpringOnion Cocktail,fresh Italian parsley sprigs,7.0,
SpringOnion Cocktail,"Sarticious, Tanqueray No. Ten, or Martin Miller's Gin",3.0,tablespoons
SpringOnion Cocktail,very thin slices green onion tops,8.0,
SpringOnion Cocktail,fresh lemon juice,5.5,tablespoons
SpringOnion Cocktail,white verjus or white grape juice,1.0,tablespoon
SpringOnion Cocktail,Simple Syrup,1.0,tablespoon
SpringOnion Cocktail,pickling liquid reserved from <Pickled Pearl Onions,2.0,teaspoons
SpringOnion Cocktail,ice cubes,1.0,cup
SpringOnion Cocktail,Pickled Pearl Onions,5.0,
Basil Vodka Gimlets,basil lemon syrup,1.0,cup
Basil Vodka Gimlets,vodka,0.75,cup
Basil Vodka Gimlets,fresh lemon juice,0.75,cup
Basil Vodka Gimlets,ice cubes,1.0,cup
Basil Vodka Gimlets,Garnish: fresh basil sprigs (preferably lemon basil); lemon zest strips,N/A,N/A
Basil Vodka Gimlets,lemon zest strips,N/A,N/A
WatermelonCucumber Margarita,chunks rindless watermelon,5.5,cups 1-inch
WatermelonCucumber Margarita,-thick) slices English hothouse cucumber,6.0,(1/8-inch
WatermelonCucumber Margarita,large fresh mint leaves,15.0,
WatermelonCucumber Margarita,100% blue agave silver tequila,0.5,cup
WatermelonCucumber Margarita,fresh lime juice,0.25,cup
WatermelonCucumber Margarita,Simple Syrup,3.0,tablespoons
WatermelonCucumber Margarita,Cointreau or other orange liqueur,1.0,tablespoon
WatermelonCucumber Margarita,"ice cubes, divided",2.0,cups
WatermelonCucumber Margarita,"small watermelon triangles, each skewered with 1 cucumber round (for garnish)",2.0,
WatermelonCucumber Margarita,fresh mint sprigs (for garnish),2.0,
PineappleChile Margarita,) chunks peeled pineapple,8.0,(3/4- to 1-inch
PineappleChile Margarita,slices red jalapeño chile with seeds,4.0,
PineappleChile Margarita,100% blue agave silver tequila,0.5,cup
PineappleChile Margarita,fresh lime juice,3.0,tablespoons
PineappleChile Margarita,Simple Syrup,3.0,tablespoons
PineappleChile Margarita,Cointreau or other orange liqueur,2.0,tablespoons
PineappleChile Margarita,"ice cubes, divided",2.0,cups
MangoCilantro Margarita,"small mango, pitted, peeled, chopped",0.5,
MangoCilantro Margarita,fresh cilantro leaves,0.25,cup
MangoCilantro Margarita,100% blue agave silver tequila,0.5,cup
MangoCilantro Margarita,fresh lime juice,3.0,tablespoons
MangoCilantro Margarita,Simple Syrup,3.0,tablespoons
MangoCilantro Margarita,Cointreau or other orange liqueur,1.0,tablespoon
MangoCilantro Margarita,"ice cubes, divided",2.0,cups
MangoCilantro Margarita,Fresh cilantro sprigs (for garnish),N/A,N/A
BlackberryThyme Margarita,"large fresh blackberries, divided",16.0,
BlackberryThyme Margarita,"small fresh thyme sprigs, divided",4.0,
BlackberryThyme Margarita,100% blue agave silver tequila,6.0,tablespoons
BlackberryThyme Margarita,Simple Syrupepi:recipelink</epi:recipelink>,0.25,cup
BlackberryThyme Margarita,fresh lime juice,3.0,tablespoons
BlackberryThyme Margarita,Cointreau or other orange liqueur,1.0,tablespoon
BlackberryThyme Margarita,"ice cubes, divided",2.0,cups
BlackberryThyme Margarita,chilled sparkling wine,0.25,cup
Tres Agavess Margarita,agave nectar,0.5,ounce
Tres Agavess Margarita,water,0.5,
Tres Agavess Margarita,"tequila made from 100 percent agave, such as Patron, Don Julio, and Corazón",2.0,ounces
Tres Agavess Margarita,freshly squeezed lime juice,1.0,ounce
Perfect Manhattan,rye and bourbon whiskey,2.0,ounces
Perfect Manhattan,sweet vermouth,0.5,ounce
Perfect Manhattan,dry vermouth,0.5,ounce
Perfect Manhattan,Angostura or orange bitters,2.0,dashes
Perfect Manhattan,Maraschino cherry or small piece lemon peel for garnish,N/A,N/A
Dry Manhattan,blended whiskey,10.5,ounces
Dry Manhattan,dry vermouth,0.75,ounces
Dry Manhattan,Dash Angostura bitters,N/A,N/A
Dry Manhattan,or 4 ice cubes,3.0,
Dry Manhattan,Lemon peel or olive,N/A,N/A
FiftyFifty,Cracked ice,N/A,N/A
FiftyFifty,"London dry gin, such as Tanqueray",5.5,ounces
FiftyFifty,"dry vermouth, preferably Noilly Prat",5.5,ounces
FiftyFifty,orange bitters,2.0,dashes
FiftyFifty,Small piece lemon peel,N/A,N/A
Classic Dry Martini,Cracked ice,N/A,N/A
Classic Dry Martini,"London dry gin, such as Beefeater",10.5,ounces
Classic Dry Martini,"dry vermouth, preferably Noilly Prat",0.5,ounce
Classic Dry Martini,Green olive for garnish,N/A,N/A
Original Martini,London dry gin,5.5,ounces
Original Martini,"sweet vermouth, preferably Noilly Prat",5.5,ounces
Original Martini,orange bitters,1.0,dash
Original Martini,simple syrup,1.0,teaspoon
Original Martini,Small piece lemon peel,N/A,N/A
Original Martini,Green olive for garnish,N/A,N/A
Irish Manhattan,Irish whiskey,0.25,cup
Irish Manhattan,sweet vermouth,5.5,tablespoons
Irish Manhattan,"maraschino cherry, for garnish",1.0,
BerryBrandy Toddies with Raspberries and Cream,brandy,0.25,cup
BerryBrandy Toddies with Raspberries and Cream,Chambord or other raspberry liqueur,2.0,tablespoons
Hot Orange Mocha with Grand Marnier Whipped Cream,chilled whipping cream,0.5,cup
Hot Orange Mocha with Grand Marnier Whipped Cream,"brown sugar, divided",2.0,tablespoons
Hot Orange Mocha with Grand Marnier Whipped Cream,Grand Marnier or other orange liqueur,1.0,tablespoon
Hot Orange Mocha with Grand Marnier Whipped Cream,oranges,2.0,
Hot Orange Mocha with Grand Marnier Whipped Cream,whole milk,4.0,cups
Hot Orange Mocha with Grand Marnier Whipped Cream,"bittersweet (not unsweetened) chocolate, chopped",6.0,ounces
Hot Orange Mocha with Grand Marnier Whipped Cream,instant espresso powder,3.0,tablespoons
Hot Orange Mocha with Grand Marnier Whipped Cream,unsweetened cocoa powder,1.0,tablespoon
Hot Orange Mocha with Grand Marnier Whipped Cream,Ground coffee beans (optional),N/A,N/A
Cranberry Gin and Tonics,) bags fresh cranberries,2.0,(12-ounce
Cranberry Gin and Tonics,sugar,1.0,cup
Cranberry Gin and Tonics,water,0.5,cup
