,0,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,3,4,5,6,7,8,9,Unnamed: 0
64,Gin,1 1/2 oz ,,,,,,,,,,,Maraschino liqueur,,,,,1/2 oz ,Orange bitters,2 dashes ,,,,,London Town
65,Amaretto,1 part ,,,,,,,,,,,Jägermeister,,,,,1 part ,Kahlua,1 part ,Milk,2 1/2 parts ,,,Grizzly Bear
66,Bailey's irish cream,2 oz ,,,,,,,,,,,Vanilla ice-cream,,,,,2 scoops ,Cream,,,,,,Bailey's Dream Shake
67,Blended Scotch,2 oz,,,,,,,,,,,Lemon Juice,,,,,3/4 oz,Honey syrup,2 tsp,Ginger Syrup,2 tsp,Islay single malt Scotch,1/4 oz,Penicillin
68,Lemon vodka,1 1/2 oz ,,,,,,,,,,,Triple sec,,,,,1 dash ,Pineapple juice,1 tblsp ,,,,,Alfie Cocktail
69,Sambuca,30 ml white ,,,,,,,,,,,Erin Cream,,,,,30 ml ,Advocaat,5 ml ,,,,,Brainteaser
70,Wild Turkey,1 oz ,,,,,,,,,,,Amaretto,,,,,3/4 oz ,Pineapple juice,1 splash ,,,,,Turkeyball
71,Vodka,2 oz ,,,,,,,,,,,Half-and-half,,,,,2 oz ,Limeade,2 oz ,Ice,Nutmeg,,,Vodka Fizz
72,Chocolate syrup,2 tblsp ,,,,,,,,,,,Milk,,,,,6 oz whole ,Soda water,6 oz ,,,,,Egg Cream
73,Pisco,2 oz ,,,,,,,,,,,Lemon juice,,,,,1 oz ,Sugar,1-2 tblsp ,Ice,,,,Pisco Sour
74,Gin,1 oz,,,,,,,,,,,Lillet,,,,,1 oz,Sweet Vermouth,1 oz,Orange Peel,1,,,French Negroni
75,Light rum,1 oz Jamaican ,,,,,,,,,,,Anisette,,,,,1 tsp ,Grenadine,1/2 tsp ,Lemon,Juice of 1/4 ,,,Shanghai Cocktail
76,Peachtree schnapps,4 shots ,,,,,,,,,,,Surge,,,,,4 shots ,,,,,,,Zinger
77,Vodka,1 shot ,Cream of coconut,1 splash ,Grenadine,1 dash ,Ice,crushed ,Pineapple,1 wedge ,,,Malibu rum,,,,,1 shot ,Gold tequila,1 shot ,Orange juice,1 splash ,Pineapple juice,1 splash ,Arizona Twister
78,Vanilla ice-cream,2 scoops ,,,,,,,,,,,Coca-Cola,,,,,1 can ,Bourbon,2 oz ,,,,,Brandon and Will's Coke Float
79,Ice," cubes
",,,,,,,,,,,Chocolate syrup,,,,,Cherry brandy,Vodka,Milk,,,,,Black Forest Shake
80,Ginger,1/4 inch ,,,,,,,,,,,Pineapple,,,,,1/2 ,,,,,,,Pineapple Gingerale Smoothie
81,Water,1 cup ,,,,,,,,,,,Brown sugar,,,,,3/4-1 cup ,Coffee,4 tsp ,Rum,1 cup ,Vanilla extract,4 tsp ,Tia-Maria
82,Gin,2 oz ,Orange,1 ,,,,,,,,,Lemon juice,,,,,1 oz ,Sugar,1/2 tsp superfine ,Grenadine,1/2 tsp ,Maraschino cherry,1 ,Gin Daisy
83,Amaretto,1/3 ,,,,,,,,,,,Bailey's irish cream,,,,,1/3 ,Cognac,1/3 ,,,,,ABC
84,Midori melon liqueur,1.5 oz ,,,,,,,,,,,Zima,,,,,12 oz ,,,,,,,Zimadori Zinger
85,Southern Comfort,2 oz ,,,,,,,,,,,Triple sec,,,,,1/2 oz ,Lime,2 wedges ,Sour mix,2 oz ,,,Bible Belt
86,Coffee liqueur,3/4 oz ,,,,,,,,,,,Vodka,,,,,1 1/2 oz ,,,,,,,Black Russian
87,Triple sec,1 oz ,,,,,,,,,,,Apricot brandy,,,,,1 oz ,Lemon juice,1/2 tsp ,,,,,After Supper Cocktail
88,Vodka,1 shot ,,,,,,,,,,,Amaretto,,,,,1 shot ,Sloe gin,1 shot ,Triple sec,1 shot ,Cranberry juice,,Kool-Aid Shot
89,Ale,1 part Bass pale ,,,,,,,,,,,Guinness stout,,,,,1 part ,,,,,,,Black &amp; Tan
90,Irish Whiskey,2 oz,,,,,,,,,,,Sweet Vermouth,,,,,1 oz,Green Chartreuse,1/2 oz,,,,,Tipperary
91,Kahlua,1 oz ,,,,,,,,,,,151 proof rum,,,,,1 oz Bacardi ,Grenadine,1 dash ,,,,,Grim Reaper
92,Kahlua,1 oz ,,,,,,,,,,,Vodka,,,,,1/2 oz ,Chocolate ice-cream,5 oz ,,,,,Chocolate Black Russian
93,Vodka,1 1/2 oz ,,,,,,,,,,,Amaretto,,,,,3/4 oz ,,,,,,,Godmother
94,Water,3 cups ,Red wine,750 ml ,Brandy,1/4 cup ,,,,,,,Sugar,,,,,1 cup ,Cloves,12 ,Cinnamon,2 ,Lemon peel,1 ,Mulled Wine
95,Tequila,6 cl,Salt,1 pinch,,,,,,,,,Tomato Juice,,,,,3 cl,Orange Juice,3 cl,Lime Juice,1.5 cl,Sugar Syrup,1 dash,Vampiro
96,Gin,2 oz ,,,,,,,,,,,Lemon juice,,,,,1 oz ,Sugar,1/2 tsp superfine ,Orange,1 ,Maraschino cherry,1 ,Gin Sour
97,Kahlua,1/3 shot ,,,,,,,,,,,Sambuca,,,,,1/3 shot ,Grand Marnier,1/3 shot ,,,,,B-53
98,Apple juice,3 parts ,,,,,,,,,,,Malibu rum,,,,,1 part ,Cinnamon,3 dashes ,,,,,Apple Pie with A Crust
99,Port,1 1/2 oz ,,,,,,,,,,,Light cream,,,,,2 tsp ,Powdered sugar,1 tsp ,Egg,1 whole ,Nutmeg,,Port Wine Flip
100,Grenadine,Kahlua,,,,,,,,,,,Bailey's irish cream,,,,,,,,,,,,Bruce's Puce
101,Apricot brandy,1 oz ,,,,,,,,,,,Orange juice,,,,,1 oz ,Sweet and sour,1 oz ,,,,,Stone Sour
102,Dark rum,1 shot ,,,,,,,,,,,Light rum,,,,,2 shots ,Vodka,1 shot ,Orange juice,1 shot ,,,155 Belmont
103,Cointreau,5 cl ,,,,,,,,,,,Lemon juice,,,,,2 cl ,Ice," cubes
",Lemon," or lime
",,,Zizi Coin-coin
104,Sherry,1 1/2 oz cream ,,,,,,,,,,,Light cream,,,,,2 tsp ,Powdered sugar,1 tsp ,Egg,1 whole ,Nutmeg,,Sherry Flip
105,Lager,1/2 pint ,,,,,,,,,,,Cider,,,,,1/2 pint ,Blackcurrant squash,A little bit of ,,,,,Snakebite and Black
106,Light rum,1 1/2 oz ,Orange,1 ,,,,,,,,,Apricot brandy,,,,,1 oz ,Triple sec,1 tsp ,Lemon juice,1/2 oz ,Egg white,1 ,Apricot Lady
107,Rum,4.5 cl,,,,,,,,,,,Galliano,,,,,1.5 cl,Pineapple Juice,6 cl,Lime Juice, 1 dash,Prosecco,top up ,Barracuda
108,Crown Royal,1 1/2 oz ,,,,,,,,,,,Peach schnapps,,,,,1 oz ,Chambord raspberry liqueur,1/2 oz ,Cranberry juice,1 oz ,,,Royal Flush
109,Red wine,2 bottles ,Lime," wedges
",Lemon,Fresca,,,,,,,Sugar,,,,,1 cup ,Water,2 cups hot ,Apple,1 cup ,Orange," wedges
",Sweet Sangria
110,Light rum,1 1/2 oz ,,,,,,,,,,,Pineapple,,,,,4 chunks ,Lime juice,1 tblsp ,Sugar,1/2 tsp ,,,Frozen Pineapple Daiquiri
111,Heavy cream,2 oz ,Whipped cream,Fresh ,,,,,,,,,Milk,,,,,6-8 oz ,Cinnamon,1 stick ,Vanilla,1 ,Chocolate,2 oz finely chopped dark ,Drinking Chocolate
112,Dark rum,2 oz ,,,,,,,,,,,Kahlua,,,,,1 oz ,Egg white,1 ,,,,,Almeria
113,Vanilla Ice-Cream,2 scoops ,,,,,,,,,,,Butterscotch schnapps,,,,,1 part ,Milk,full glass ,Vodka,2 parts ,,,Butter Baby
114,Rum,1 shot ,Sugar Syrup,1/4 shot,Water,1/2 shot ,,,,,,,Dry Vermouth,,,,,1/2 shot ,Cognac,1/2 shot ,Gin,1/2 shot ,Fresh Lime Juice,1/4 shot,Adios Amigos Cocktail
115,Triple sec,3/4 oz ,,,,,,,,,,,Gin,,,,,3/4 oz ,Pineapple juice,1 tblsp ,,,,,Waikiki Beachcomber
116,Brandy,1 oz ,,,,,,,,,,,Amaretto,,,,,1 oz ,Light cream,1 oz ,,,,,Scooter
117,Gin,2 oz ,Carbonated water,,,,,,,,,,Light cream,,,,,2 tsp ,Powdered sugar,1 tsp ,Lemon,Juice of 1/2 ,Egg white,1 ,Lady Love Fizz
118,Irish whiskey,1 shot ,,,,,,,,,,,Bailey's irish cream,,,,,3/4 shot ,Coffee,6 oz hot ,,,,,Hot Creamy Bush
119,Grapefruit juice,5 oz ,,,,,,,,,,,Gin,,,,,1 1/2 oz ,Salt,1/4 tsp ,,,,,Salty Dog
120,Rum,3 parts,Orange Juice,2 parts,Sweet and Sour,1 part,,,,,,,Dark Rum,,,,,1 part,Banana liqueur,1 part,Grenadine,1 part,Pineapple Juice,2 parts,Bahama Mama
121,Rum,1/6 glass ,,,,,,,,,,,Coffee,,,,,1/6 glass strong black ,Water,1/2 glass cold ,Whipped cream,,,,Jamaican Coffee
122,Brandy,1 oz ,,,,,,,,,,,Triple sec,,,,,1/2 oz ,Lemon,Juice of 1/4 ,,,,,Sidecar Cocktail
123,Bourbon,2 oz ,,,,,,,,,,,Lemon juice,,,,,1 oz ,Sugar,1/2 tsp superfine ,Orange,1 ,Maraschino cherry,1 ,Bourbon Sour
124,Carbonated water,Gin,,,,,,,,,,,Dry Vermouth,,,,,Powdered sugar,Orange spiral,Lemon peel,,,,,Lone Tree Cooler
125,Absolut Citron,1 shot ,,,,,,,,,,,Orange juice,,,,,1 shot ,Triple sec,1 shot ,Ginger ale,Fill to top ,,,Absolutly Screwed Up
126,Vodka,1 oz ,,,,,,,,,,,Kahlua,,,,,1 oz ,Bailey's irish cream,1 oz ,Vanilla ice-cream,2 scoops ,Oreo cookie,1 ,Oreo Mudslide
127,Maui,5 oz blue ,,,,,,,,,,,Mountain Dew,,,,,5 oz ,Ice," cubes
",,,,,Arctic Mouthwash
128,Amaretto,1 cl ,,,,,,,,,,,Orange juice,,,,,4 oz ,Grenadine,1/4 cl ,,,,,Amaretto Sunrise
129,Absolut Citron,2 oz ,,,,,,,,,,,Grand Marnier,,,,,1 oz ,Lemon juice,2 oz sweetened ,Club soda,1 oz ,,,New York Lemonade
130,Triple sec,1/2 jigger ,,,,,,,,,,,Amaretto,,,,,3 shots ,Cider,1/2 cup ,Ice,Add 1/2 cup ,,,Amaretto Sunset
131,Vodka,1 bottle ,,,,,,,,,,,Sugar,,,,,50 gr ,Anise,50 ml pure ,Licorice root,1 tblsp ,Wormwood,1 ,Absinthe #2
132,Coffee,10 tblsp instant ,,,,,,,,,,,Vanilla extract,,,,,4 tblsp ,Sugar,2 1/2 cups ,Vodka,1 qt ,Water,2 1/2 cups ,Coffee Liqueur
133,Brandy,3/4 oz ,,,,,,,,,,,Gin,,,,,3/4 oz ,Dry Vermouth,3/4 oz ,Carbonated water,Lemon peel,,,Bermuda Highball
134,Tequila,2 oz ,,,,,,,,,,,Lemon juice,,,,,1 tblsp ,Grenadine,3/4 oz ,Egg white,1 ,Ginger ale,,Tequila Fizz
135,Gin,2 oz ,,,,,,,,,,,Carbonated water,,,,,Powdered sugar,Orange spiral,Lemon peel,,,,,Gin Cooler
136,Bailey's irish cream,1 part ,,,,,,,,,,,Frangelico,,,,,1 part ,Milk,1 part ,,,,,Nutty Irishman
137,Kahlua,1/3 part ,,,,,,,,,,,Bailey's irish cream,,,,,1/3 part ,Frangelico,1/3 part ,,,,,747
138,Light rum,1 3/4 oz Bacardi ,,,,,,,,,,,Lime juice,,,,,1 oz ,Sugar syrup,1/2 tsp ,Grenadine,1 dash ,,,Bacardi Cocktail
139,Vodka,4 cl ,,,,,,,,,,,Lime juice,,,,,1 dash ,Soda water,,,,,,Autodafé
140,Kahlua,2 parts,,,,,,,,,,,Bailey,,,,,2 parts,Butterscotch schnapps,4 parts,Jagermeister,1 part,Goldschlager,1/2 part,Oatmeal Cookie
141,Angelica root,3 tblsp chopped,Coriander,1/8 tsp powdered ,Marjoram leaves,1 tblsp fresh chopped ,Vodka,1.5 cup ,Sugar,1/2 cup granulated ,Water,1/4 cup ,Almond,Food coloring,1 drop yellow ,Food coloring,1 drop green ,1 tblsp chopped ,Allspice,1 cracked ,Cinnamon,1 one-inch ,Anise,3-6 crushed ,Angelica Liqueur
142,Sherry,2 oz cream ,,,,,,,,,,,Powdered sugar,,,,,1 tsp ,Egg,1 whole ,Milk,Nutmeg,,,Sherry Eggnog
143,Light rum,1 1/2 oz ,,,,,,,,,,,Orange juice,,,,,5 oz ,,,,,,,Rum Screwdriver
144,Absolut Vodka,1 1/2 shot ,,,,,,,,,,,Cointreau,,,,,1 1/2 shot ,Lemon,Juice of 1 wedge ,,,,,Lemon Drop
145,Champagne,6 oz ,,,,,,,,,,,Peach schnapps,,,,,1 oz ,,,,,,,Bellini
146,Yoghurt,1 cup ,,,,,,,,,,,Water,,,,,2 cups cold ,Sugar,4 tblsp ,Salt,pinch ,Lemon juice,2 tblsp ,Lassi - Sweet
147,Gin,1 1/2 oz ,,,,,,,,,,,Green Chartreuse,,,,,1/2 oz ,Yellow Chartreuse,1/2 oz ,,,,,Jewel Of The Nile
148,Cognac,2 oz ,,,,,,,,,,,Cointreau,,,,,1/2 oz ,Lemon juice,1 oz ,,,,,Sidecar
149,Scotch,1 1/2 oz ,,,,,,,,,,,Sweet Vermouth,,,,,1 oz ,Dry Vermouth,1 oz ,Orange bitters,2 dashes ,,,Affinity
150,Gin,1 1/2 oz ,,,,,,,,,,,Triple sec,,,,,1 oz ,Lemon juice,1 tsp ,Grenadine,1/2 tsp ,Egg white,1 ,Boxcar
151,Cointreau,1/2 oz ,,,,,,,,,,,Vodka,,,,,1 oz ,Lime,Juice of 1/2 ,Cranberry juice,1 splash ,,,Cosmopolitan Martini
152,Baileys irish cream,2/3 oz,,,,,,,,,,,Chambord raspberry liqueur,,,,,1/3 oz,Sugar syrup,1 tsp,Sugar,2 pinches,,,Jam Donut
153,151 proof rum,1/2 shot Bacardi ,,,,,,,,,,,Wild Turkey,,,,,1/2 shot ,,,,,,,252
154,Light rum,2 oz ,,,,,,,,,,,Milk,,,,,1 cup ,Powdered sugar,1 tsp ,Nutmeg,,,,Rum Milk Punch
155,Everclear,2 pint ,,,,,,,,,,,Wine,,,,,1 bottle Boone Strawberry Hill ,Orange juice,1/2 gal ,Kool-Aid,1 gal Tropical Berry ,,,Berry Deadly
156,Cocoa powder,1/2 cup ,,,,,,,,,,,Sugar,,,,,1 cup ,Cornstarch,7 tsp ,Water,1/2 cup ,Milk,1 qt ,Castillian Hot Chocolate
157,Brandy,2 oz ,,,,,,,,,,,Egg,,,,,1 whole ,Sugar,1 tsp superfine ,Light cream,1/2 oz ,Nutmeg,1/8 tsp grated ,Brandy Flip
158,Cachaca,25 ml,,,,,,,,,,,Lemon Juice,,,,,15 ml,Agave Syrup,10 ml,Champagne,top up with,,,Girl From Ipanema
159,Vodka,2 oz ,,,,,,,,,,,Schweppes Russchian,,,,,,,,,,,,Vodka Russian
160,Grape juice,Carbonated soft drink,,,,,,,,,,,", orange
",,,,,Sherbet,Sherbet,,,,,,Holloween Punch
161,Kool-Aid,1/2 oz Grape ,,,,,,,,,,,Vodka,,,,,1/2 oz ,,,,,,,Kool-Aid Slammer
162,Apricot brandy,1 qt ,,,,,,,,,,,Champagne,,,,,4 fifth ,Vodka,1 fifth ,7-Up,4 L ,Orange juice,1/2 gal ,Apricot punch
163,Vodka,1 shot ,,,,,,,,,,,Cranberry Juice,,,,,2 shots ,Champagne,Top up with,,,,,Absolutely Fabulous
164,Kahlua,2 tsp ,,,,,,,,,,,Coffee,,,,,Strong cold ,,,,,,,Iced Coffee Fillip
165,Dark Rum,5 cl,,,,,,,,,,,Ginger Beer,,,,,10 cl,,,,,,,Dark and Stormy
166,151 proof rum,1 oz Bacardi ,,,,,,,,,,,Wild Turkey,,,,,1 oz ,,,,,,,ACID
167,Vodka,1 oz ,,,,,,,,,,,Peach schnapps,,,,,3/4 oz ,Cranberry juice,Grapefruit juice,,,,,Sex on the Beach
168,Light rum,1 oz ,Lemon peel,1 twist of ,,,,,,,,,Añejo rum,,,,,1 oz ,Orange juice,1 oz ,Lemon juice,1/2 oz ,Ginger ale,3 oz ,A Night In Old Mandalay
169,Dark rum,1 1/2 oz ,,,,,,,,,,,Tia maria,,,,,1/2 oz ,,,,,,,Lord And Lady
170,Absolut Vodka,1 1/2 oz ,,,,,,,,,,,Peach schnapps,,,,,1/2 oz ,Coconut liqueur,1/2 oz ,Cranberry juice,1 1/2 oz ,Pineapple juice,1 1/2 oz ,Absolut Stress #2
171,Brandy,3 parts,,,,,,,,,,,Port,,,,,9 parts,Egg Yolk,2 parts,,,,,Porto flip
172,Egg,6 ,,,,,,,,,,,Sugar,,,,,1/4 cup ,Salt,1/4 tsp ,Milk,1 qt ,Vanilla extract,1 tsp ,Egg-Nog - Classic Cooked
173,Spiced rum,1 oz ,,,,,,,,,,,Ginger ale,,,,,,,,,,,,Cream Soda
174,Gin,1 3/4 shot ,,,,,,,,,,,Grand Marnier,,,,,1 Shot ,Lemon Juice,1/4 Shot,Grenadine,1/8 Shot,,,A1
175,Gin,50 ml,Ginger,1 long strip,,,,,,,,,Creme de Cassis,,,,,20 ml,Fresh Lime Juice,15 ml,Ginger beer,75 ml,Lime,1,Bombay Cassis
176,Sugar,8 cups ,,,,,,,,,,,Water,,,,,6 cups ,Grain alcohol,1 pint ,Peppermint extract,1 oz pure ,Food coloring,1 tblsp green ,Creme de Menthe
177,Gin,1 1/2 shot ,,,,,,,,,,,Vermouth,,,,,1 1/2 shot ,,,,,,,Addison
178,Amaretto,Sweet and sour,,,,,,,,,,,Midori melon liqueur,,,,,Pineapple juice,,,,,,,Amaretto Sweet &amp; Sour
179,Midori melon liqueur,1/2 oz ,,,,,,,,,,,Jägermeister,,,,,1/2 oz ,Goldschlager,1/2 oz ,,,,,Bob Marley
180,Blended whiskey,1 1/2 oz ,Carbonated water,,,,,,,,,,Lemon,,,,,Juice of 1/2 ,Powdered sugar,1 tsp ,Port,1 tblsp ,Egg white,1 ,Japanese Fizz
181,Gin,50 ml,,,,,,,,,,,Blue Curacao,,,,,15 ml,Tonic Water,100 ml,Rosemary,Garnish with,,,Rosemary Blue
182,Vodka,1/2 oz ,Lemon peel,Twist of ,,,,,,,,,Tequila,,,,,1/2 oz ,Light rum,1/2 oz ,Gin,1/2 oz ,Coca-Cola,1 dash ,Long Island Iced Tea
183,Rye whiskey,2 oz,,,,,,,,,,,Campari,,,,,1 oz,Dry Vermouth,1 oz,,,,,Old Pal
184,Ice,4-5 ,,,,,,,,,,,Tennessee whiskey,,,,,2 oz ,Vanilla extract,1 tsp ,Coca-Cola,10-12 oz ,,,Jack's Vanilla Coke
185,Sugar,1 tsp superfine ,,,,,,,,,,,Water,,,,,2 tsp ,Lemon juice,1 oz ,Bourbon,2 oz ,Lemon peel,1 twist of ,Bourbon Sling
186,Kahlua,1 part ,,,,,,,,,,,Midori melon liqueur,,,,,1 part ,Bailey's irish cream,1 part ,,,,,Quick F**K
187,Yoghurt,1/2 cup plain ,,,,,,,,,,,Water,,,,,1 1/4 cup cold ,Cumin seed,1/2 tsp ground roasted ,Salt,1/4 tsp ,Mint,1/4 tsp dried ,Lassi - A South Indian Drink
188,Yoghurt,1 cup ,,,,,,,,,,,Water,,,,,2 cups cold ,Salt,1 tsp ,Asafoetida,1 pinch ,,,Lassi Khara
189,Sugar,1 tsp superfine ,Orange,1 ,,,,,,,,,Club soda,,,,,3 oz ,Lemon,1 ,Dark rum,2 oz ,Maraschino cherry,1 ,Rum Cobbler
190,Rum,1 oz ,Chambord raspberry liqueur,1 oz ,Midori melon liqueur,1 oz ,Malibu rum,1 oz ,,,,,Vodka,,,,,1 oz ,Tequila,1 oz ,Gin,1 oz ,Triple sec,1 oz ,Radioactive Long Island Iced Tea
191,Vodka,2 cups ,,,,,,,,,,,Jello,,,,,3 packages ,Water,3 cups ,,,,,Jello shots
192,Milk,10 cl cold ,,,,,,,,,,,Orange juice,,,,,4 cl ,Sugar syrup,2 tsp ,Banana,1/2 ,,,Banana Milk Shake
193,Tea,1/4 cup Thai ,,,,,,,,,,,Water,,,,,1/2 cup boiling ,Condensed milk,2 tsp sweetened ,Ice," cubes
",Mint,,Thai Iced Tea
194,Gin,1 1/2 oz ,,,,,,,,,,,Orange bitters,,,,,1 dash ,Orange,Juice of 1/4 ,Cherry,1 ,,,Abbey Cocktail
195,Crown Royal,1 shot ,,,,,,,,,,,Kahlua,,,,,1 shot ,Cream,Fill with ,,,,,Avalanche
196,Coconut rum,1 oz ,,,,,,,,,,,Amaretto,,,,,1/2 oz ,Orange juice,4 oz ,Grenadine,1/2 oz ,,,A Day at the Beach
197,Apricot brandy,3/4 oz ,Cherry,1 ,,,,,,,,,Gin,,,,,1 1/2 oz ,Dry Vermouth,3/4 oz ,Grenadine,1 tsp ,Lemon juice,1/4 tsp ,English Rose Cocktail
198,Vodka,2 cl ,,,,,,,,,,,Creme de Banane,,,,,2 cl ,Grenadine,Orange juice,,,,,San Francisco
199,151 proof rum,5 oz Bacardi ,,,,,,,,,,,Pina colada mix,,,,,frozen ,Daiquiri mix,frozen ,,,,,Miami Vice
200,Gin,4 cl,,,,,,,,,,,lemon juice,,,,,1.5 cl,Sugar syrup,1 cl,Creme de Mure,1.5 cl,,,Bramble
201,Ice,8 cubes ,,,,,,,,,,,Vodka,,,,,3 oz ,Peach nectar,1.5 oz ,Peach schnapps,1.5 oz ,Lemon peel,1 ,Bellini Martini
202,Gin,3/4 oz,,,,,,,,,,,Triple Sec,,,,,3/4 oz,Lillet Blanc,3/4 oz,Lemon Juice,3/4 oz,Absinthe,1 dash,Corpse Reviver #2
203,Scotch,2 1/2 oz ,,,,,,,,,,,Dry Vermouth,,,,,1 1/2 tsp ,Lemon peel,1 twist of ,,,,,Dry Rob Roy
204,Light rum,2 oz ,,,,,,,,,,,Lemon juice,,,,,1 oz ,Sugar,1/2 tsp superfine ,Orange,1 ,Maraschino cherry,1 ,Rum Sour
205,Tea,1 quart black ,Benedictine,1 1/2 oz ,Orange juice,1 pint ,Lemon juice,1/2 pint ,,,,,Rye whiskey,,,,,1 quart ,Red wine,1 fifth ,Rum,1 pint Jamaican ,Brandy,1/2 pint ,Artillery Punch
206,Malibu rum,2 parts ,,,,,,,,,,,Tropicana,,,,,2 parts ,Cranberry juice,1 part ,,,,,Malibu Twister
207,Gin,2 oz ,,,,,,,,,,,Maraschino liqueur,,,,,1/4 tsp ,Lemon juice,1/4 tsp ,Orange bitters,2 dashes ,Cherry,1 ,Casino
208,Scotch,1 1/2 oz ,,,,,,,,,,,Sweet Vermouth,,,,,3/4 oz ,Orange bitters,2 dashes ,Olive,1 ,,,Highland Fling Cocktail
209,Grenadine,1 cl ,,,,,,,,,,,Orange juice,,,,,1 cl ,Pineapple juice,2 cl ,Cream,4 cl ,,,Alice Cocktail
210,Light rum,3 oz ,,,,,,,,,,,Coconut milk,,,,,3 tblsp ,Pineapple,3 tblsp ,,,,,Pina Colada
211,Dry Vermouth,1/2 oz ,,,,,,,,,,,Gin,,,,,1 1/2 oz ,Benedictine,1 1/2 tsp ,,,,,Queen Elizabeth
212,Dark rum,1 1/2 oz ,,,,,,,,,,,Kahlua,,,,,1/2 oz ,Light cream,1 oz ,Nutmeg,1/8 tsp grated ,,,Quentin
213,Tequila,1/2 oz ,,,,,,,,,,,Tabasco sauce,,,,,1/2 oz ,,,,,,,Brave Bull Shooter
214,Lemonade,1 can ,,,,,,,,,,,Vodka,,,,,5 oz ,Rum,7 oz ,Ginger ale,About 1 bottle ,,,Aztec Punch
215,Amaretto,1 shot ,,,,,,,,,,,Southern Comfort,,,,,1 shot ,Ice," cubes
",Sour mix,,,,A Piece of Ass
216,Campari,1 oz ,,,,,,,,,,,Sweet Vermouth,,,,,1 oz red ,Lemon peel,Twist of ,Orange peel,Twist of ,,,Americano
217,Light rum,1 oz ,Carbonated water,,,,,,,,,,Port,,,,,1 oz ,Lemon,Juice of 1/2 ,Powdered sugar,1 tsp ,Egg white,1 ,Chicago Fizz
218,Light rum,1 1/2 oz ,,,,,,,,,,,Lime,,,,,Juice of 1/2 ,Powdered sugar,1 tsp ,,,,,Daiquiri
219,Light rum,1 1/4 oz ,,,,,,,,,,,Cherry brandy,,,,,1 1/2 tsp ,Light cream,1 tblsp ,,,,,Cherry Rum
220,Chambord raspberry liqueur,1 shot ,,,,,,,,,,,Vodka,,,,,1 shot ,Soda water,Fill with ,,,,,Zipperhead
221,Grenadine,1 tblsp ,,,,,,,,,,,Green Creme de Menthe,,,,,1/2 oz ,,,,,,,Port And Starboard
222,Malibu rum,1/2 oz ,Milk,3 oz ,Coconut liqueur,1 oz ,Vanilla ice-cream,1 cup ,,,,,Light rum,,,,,1/2 oz ,151 proof rum,1/2 oz Bacardi ,Dark Creme de Cacao,1 oz ,Cointreau,1 oz ,151 Florida Bushwacker
223,Absolut Vodka,2 oz ,,,,,,,,,,,Cranberry juice,,,,,4 oz ,Ginger ale,2 oz ,Ice,Add ,,,Absolutely Cranberry Smash
224,Rum,1/2 oz ,Lemon-lime soda,1 splash ,,,,,,,,,Vodka,,,,,1/2 oz ,Gin,1/2 oz ,Blue Curacao,1/2 oz ,Sour mix,2 oz ,National Aquarium
225,Lemon,Juice of 1 ,,,,,,,,,,,Sugar,,,,,1 tblsp ,Strawberries,8-10 ripe ,Water,1 cup ,,,Strawberry Lemonade
226,Dark rum,1-2 shot ,,,,,,,,,,,Lime,,,,,Squeeze ,Coca-Cola,Fill with ,Ice,,,,Cuba Libra
227,Absolut Vodka,2 shots ,,,,,,,,,,,Iced tea,,,,,12 oz lemon ,,,,,,,Arizona Stingers
228,Gin,2 oz ,,,,,,,,,,,Grenadine,,,,,1 tsp ,lemon,Juice of 1/2 ,Soda Water,Top up with,Lime,Garnish,Gin Rickey
229,Crown Royal,1 shot ,,,,,,,,,,,Amaretto,,,,,1 shot ,Cranberry juice,1 shot ,,,,,Red Snapper
230,Gin,2 1/2 oz,,,,,,,,,,,Lime Juice,,,,,1/2 oz,Sugar Syrup,1/2 oz,Lime,1,,,Gimlet
231,Light rum,1 1/2 ,,,,,,,,,,,Sherry,,,,,1/3 oz cream ,Lime,Juice of 1/2 ,,,,,Quarter Deck Cocktail
232,Grand Marnier,3 parts ,,,,,,,,,,,Coffee,,,,,1 part ,,,,,,,Talos Coffee
233,Beer,3/4 bottle ,,,,,,,,,,,Amaretto,,,,,1 shot ,Orange juice,1 oz ,,,,,Lunch Box
234,Sugar,1 tsp superfine ,Orange,1 ,,,,,,,,,Club soda,,,,,3 oz ,Lemon,1 ,Brandy,2 oz ,Maraschino cherry,1 ,Brandy Cobbler
235,Jim Beam,1 part ,,,,,,,,,,,Jack Daniels,,,,,1 part ,Wild Turkey,1 oz ,,,,,Shot-gun
236,Dry Vermouth,1/2 oz ,Powdered sugar,,,,,,,,,,Gin,,,,,1 oz ,Apricot brandy,1/2 oz ,Lemon juice,1/2 tsp ,Grenadine,1 tsp ,Rose
237,Corona,1 bottle ,,,,,,,,,,,Bacardi Limon,,,,,1 oz ,,,,,,,Limona Corona
238,Gin,1 1/2 oz ,,,,,,,,,,,Ginger ale,,,,,4 oz ,Lime,1 ,,,,,Dragonfly
239,Blended whiskey,2 oz ,,,,,,,,,,,Lemon,,,,,Juice of 1/2 ,Sugar,1 tsp ,Red wine," (Claret)
",Lemon,Cherry,New York Sour
240,Sambuca,2 cl ,,,,,,,,,,,Bailey's irish cream,,,,,2 cl ,White Creme de Menthe,2 cl ,,,,,Zorro
241,Peppermint schnapps,Kahlua,,,,,,,,,,,Bailey's irish cream,,,,,,,,,,,,After Five
