	drink_name	ingredient	measurement
4072	Blackberry Mojitos	 fresh sage leaves	8
4073	Blackberry Mojitos	blackberries	1/2 cup
4074	Blackberry Mojitos	 light agave syrup	1 tablespoon
4075	Blackberry Mojitos	 cubes	
4076	Blackberry Mojitos	light rum	1/2 cup
4077	Blackberry Mojitos	e juice	1/4 cup
4078	Blackberry Mojitos	ice	
4079	Blackberry Mojitos	limeflavored club soda	
4080	Blackberry Mojitos	lime slices for garnish	
4081	 North Pinckney Cocktail	grapefruit soda	2 cups
4082	 North Pinckney Cocktail	 stgermain liqueur	1/2 cup
4083	 North Pinckney Cocktail	campari	1/4 cup
4084	 North Pinckney Cocktail	 bottles chilled sparkling wine	1
4085	Satans Circus	whiskey	2 ounces
4086	Satans Circus	cherry heering	3/4 ounce
4087	Satans Circus	 chileinfused aperol	3/4 ounce
4088	Satans Circus	e juice	3/4 ounce
4089	PineappleMint Mojito	sugar	3/4 cup
4090	PineappleMint Mojito	mint leaves	1 cup
4091	PineappleMint Mojito	other	"1/4 pineapple, peeled, cored, cut into 1"" pieces (about 1 1/2 cups"
4092	PineappleMint Mojito	other	"1/4 pineapple, peeled, cored, cut into 1"" pieces (about 1 1/2 cups"
4093	PineappleMint Mojito	 limes cut into wheels	4
4094	PineappleMint Mojito	mint leaves	1/2 cup
4095	PineappleMint Mojito	light rum	2 cups
4096	PineappleMint Mojito	club soda for serving	
4097	Michelada	kosher salt	1 teaspoon
4098	Michelada	 pure chile powder	1/2 teaspoon
4099	Michelada	 lime halved	1
4100	Michelada	e juice	2 tablespoons
4101	Michelada	worcestershire sauce	1 teaspoon
4102	Michelada	dash of hot sauce	
4103	Michelada	 and dark	1 (12-ounce) chilled beer (preferably Mexican
4104	El Molino	 sombra mecal	1.5 oz.
4105	El Molino	 lustau palo cortado sherry	.75 oz.
4106	El Molino	 st eliabeth allspice dram	.25 oz.
4107	El Molino	 white crme de cacao	.25 oz.
4108	Pearl of Puebla	 sombra mecal	2 oz.
4109	Pearl of Puebla	 chartreuse	.75 oz.
4110	Pearl of Puebla	lime juice	.75 oz.
4111	Pearl of Puebla	 sprigs fresh oregano	4
4112	Pearl of Puebla	 barspoon ricard pastis	1
4113	Pearl of Puebla	agave nectar	1
4114	Beer and a Smoke	 sombra mecal	1 oz.
4115	Beer and a Smoke	lime juice	.75 oz.
4116	Beer and a Smoke	 celery bitters	1 dash
4117	Beer and a Smoke	 cholula	4 dashes
4118	Sherry Pims Cup	thick unpeeled cucumber slice	1
4119	Sherry Pims Cup	e juice	1 tablespoon
4120	Sherry Pims Cup	sugar	1 teaspoon
4121	Sherry Pims Cup	 pimms no	2 ounces
4122	Sherry Pims Cup	club soda	1 ounce
4123	Sherry Pims Cup	 dry sherry	1/2 ounce
4124	Sherry Pims Cup	 cucumber spear	1
4125	Sherry Pims Cup	mint sprigs	
4126	Sherry Pims Cup	lime wedge	1
4127	The New York Sour	bourbon	2 ounces
4128	The New York Sour	e juice	1 ounce
4129	The New York Sour	maple syrup	1 ounce
4130	The New York Sour	 fruity ros	1/2 ounce
4131	The Vespa	 london dry gin	1 ounce
4132	The Vespa	vodka	1 ounce
4133	The Vespa	o	1/2 ounce Cocchi American
4134	The Vespa	a grapefruit twist	
4135	The Champagne Cocktail	 the truth old time aromatic bitters or angostura bitters	1 dash
4136	The Champagne Cocktail	sugar cube	1
4137	The Champagne Cocktail	lemon twist	6
4138	The Champagne Cocktail	chilled champagne	5 ounces
4139	Strawberry Lemonade Smash	strawberries	3
4140	Strawberry Lemonade Smash	rum	2 ounces
4141	Strawberry Lemonade Smash	e juice	1 ounce
4142	Strawberry Lemonade Smash	maple syrup	1 ounce
4143	Strawberry Lemonade Smash	 strawberry	1
4144	The Sweet Pea	n	2 tablespoons fresh (or froze
4145	The Sweet Pea	lime wedge	1
4146	The Sweet Pea	sugar	1 teaspoon
4147	The Sweet Pea	vodka	2 ounces
4148	The Sweet Pea	 pea tendril optional	1
4149	Beetnik Martini	 medium red beets about   pounds scrubbed trimmed	6
4150	Beetnik Martini	 milliliter bottle vodka	1
4151	Beetnik Martini	sugar	3/4 cup
4152	Beetnik Martini	 grated peeled ginger	2 tablespoons
4153	Beetnik Martini	e juice	3 ounces
4154	Beetnik Martini	e juice	3 ounces
4155	Beetnik Martini	lemon	12
4156	Boulevardier	bourbon	2 ounces
4157	Boulevardier	campari	1 ounce
4158	Boulevardier	vermouth	1 ounce
4159	Boulevardier	lemon twist	
4160	The Swedish Tart	sugar	1/4 cup
4161	The Swedish Tart	 coarsely chopped fresh dill	1/4 cup
4162	The Swedish Tart	 green tea kombucha	3 ounces
4163	The Swedish Tart	 aquavit or vodka	1 1/2 ounces
4164	The Swedish Tart	 dill syrup	1/2 ounces
4165	The Swedish Tart	a dill sprig	
4166	Froen Sunrise Margaritas	margarita salt	
4167	Froen Sunrise Margaritas	other	1 lime wedge, for rimming glass
4168	Froen Sunrise Margaritas	n orange juice concentrate	1/2 cup froze
4169	Froen Sunrise Margaritas	orange	1 1/2 cups
4170	Froen Sunrise Margaritas	tequila	3/4 cup (6 ounces
4171	Froen Sunrise Margaritas	triple sec	2 tablespoons (1 ounce
4172	Froen Sunrise Margaritas	lime juice	2 tablespoons
4173	Froen Sunrise Margaritas	ice	3 cups
4174	Froen Sunrise Margaritas	grenadine	1/4 cup
4175	Froen Sunrise Margaritas	 orange slices	4
4176	Froen Sunrise Margaritas	 maraschino	4
4177	Mecal Margarita 	mecal	1 1/2 cups Oaxacan
4178	Mecal Margarita 	 limonada	2 cups
4179	Mecal Margarita 	triple sec	1/2 cup
4180	Mecal Margarita 	orange bitters	50 to 60 drops (1 1/2 to 2 teaspoons
4181	Mecal Margarita 	ice	6 cups
4182	Mecal Margarita 	 finely grated orange est	2 heaping teaspoons
4183	Black Velvet	 chilled stout	6 ounces
4184	Black Velvet	chilled champagne	6 ounces
4185	Paloma	kosher salt	
4186	Paloma	grapefruit soda	1/4 cup
4187	Paloma	e juice	1 tablespoon
4188	Paloma	sugar	1 teaspoon
4189	Paloma	mecal	1/4 cup
4190	Paloma	club soda	1/4 cup
4191	Clementine Mulled Cider	cider	1
4192	Clementine Mulled Cider	 clementines peeled	2
4193	Clementine Mulled Cider	 cinnamon stick	1
4194	Clementine Mulled Cider	 whole clove	6
4195	Clementine Mulled Cider	 rum optional	8 ounces
4196	Bill Hecks Old Fashioned	sugar cube	2
4197	Bill Hecks Old Fashioned	angostura bitters	4 dashes
4198	Bill Hecks Old Fashioned	lemon peel	1
4199	Bill Hecks Old Fashioned	lime peel	1
4200	Bill Hecks Old Fashioned	orange wheel	1
4201	Bill Hecks Old Fashioned	 maraschino	1
4202	Bill Hecks Old Fashioned	grenadine	1/2 teaspoons
4203	Bill Hecks Old Fashioned	bourbon	1/4 cup
4204	Bill Hecks Old Fashioned	club soda	
4205	Bill Hecks Old Fashioned	ginger	
4206	El Chupacabra Martini	 freshly squeeed lime juice	4 blood oranges or 1 cup
4207	El Chupacabra Martini	coconut rum	4 ounces
4208	El Chupacabra Martini	e juice	2 ounces
4209	El Chupacabra Martini	 guava nectar	1 ounce
4210	El Chupacabra Martini	 pineapple nectar	1 ounce
4211	El Chupacabra Martini	ice	1 cup
4212	El Chupacabra Martini	orange wheel garnish	1
4213	El Chupacabra Martini	 star fruit sliced optional for garnish	1
4214	La Llorona	pisco	3 ounces
4215	La Llorona	e juice	1 ounce
4216	La Llorona	e juice	1 ounce
4217	La Llorona	 granulated sugar	1 1/2 tablespoons
4218	La Llorona	angostura bitters	
4219	La Llorona	ice	
4220	La Llorona	ice cubes optional	
4221	Philadelphia Fish House Punch	n	2 cups sliced fresh (or froze
4222	Philadelphia Fish House Punch	 sprigs thyme	12
4223	Philadelphia Fish House Punch	sugar	1 1/4 cups
4224	Philadelphia Fish House Punch	 gold rum such as appleton estate	1 liter (4 1/4 cups) Jamaican
4225	Philadelphia Fish House Punch	cognac	2 cups
4226	Philadelphia Fish House Punch	e juice	1 1/2 cups
4227	Philadelphia Fish House Punch	 peach liqueur	1 cup
4228	BlackberryGin Fi	 container blackberries	1 6-ounce
4229	BlackberryGin Fi	sugar	1/2 cup
4230	BlackberryGin Fi	gin	2 cups
4231	BlackberryGin Fi	e juice	1 cup
4232	BlackberryGin Fi	club soda	
4233	BlackberryGin Fi	 sprigs thai basil or sweet basil	8
4234	Bloodied Belgian	 cubes	
4235	Bloodied Belgian	whisky	3/4 ounce
4236	Bloodied Belgian	vermouth	3/4 ounce
4237	Bloodied Belgian	 freshly squeeed lime juice	2 ounces
4238	Bloodied Belgian	 flemish sour ale or kriek lambic	4 ounces
4239	Bloodied Belgian	fresh mint for garnish	2
4240	Oatmeal Cookie	 cubes	
4241	Oatmeal Cookie	 molasses	3 ounces
4242	Oatmeal Cookie	 ruby port	3 ounces
4243	Oatmeal Cookie	goldschlager	1 1/2 ounces
4244	Oatmeal Cookie	 oatmeal stout	12 ounces
4245	Maru	blackberries	12
4246	Maru	 cubes	
4247	Maru	 freshly squeeed lime juice	4 ounces
4248	Maru	 stgermain liqueur	3 ounces
4249	Maru	 chambord	2 ounces
4250	Maru	 sapporo	12 ounces
4251	CucumberVermouth Sangria	 large lemon sliced	1
4252	CucumberVermouth Sangria	 orange thinly sliced	1
4253	CucumberVermouth Sangria	dash dry vermouth	1
4254	CucumberVermouth Sangria	 blue curaao	1 ounce
4255	CucumberVermouth Sangria	 or more gin	1 ounce
4256	CucumberVermouth Sangria	lemon	1 ounce
4257	CucumberVermouth Sangria	gin	2 ounces
4258	CucumberVermouth Sangria	 cold sparkling water	2 cups
4259	CucumberVermouth Sangria	maraschino liqueur	1/2 to 1 ounce
4260	CucumberVermouth Sangria	mint for garnish	
4261	Pineapple Sangria	pineapple	3 cups
4262	Pineapple Sangria	  milliliter bottle sauvignon blanc	1
4263	Pineapple Sangria	 brandy pear brandy is nice but not required	1 cup
4264	Pineapple Sangria	 chunks	1 ripe pineapple, cut into 1-inch
4265	Pineapple Sangria	pineapple	1 cup
4266	Pineapple Sangria	 bunch mint	1
4267	Pineapple Sangria	 orange sliced	1
4268	Aquavit Spriter	 raw sugar	1 tablespoon
4269	Aquavit Spriter	 berry preserves preferably lingonberry	3/4 cup
4270	Aquavit Spriter	other	4 cups soda water (32 ounces
4271	Aquavit Spriter	 aquavit or vodka	2 cups
4272	Aquavit Spriter	lemon twists	8
4273	Blueberry Smash	 lime sliced into rounds	2
4274	Blueberry Smash	 lime sliced into rounds	2
4275	Blueberry Smash	 fresh blueberries	1 cup
4276	Blueberry Smash	mint	1/2 cup
4277	Blueberry Smash	vodka	1 1/2 cups
4278	Blueberry Smash	 stgermain liqueur	3/4 cup
4279	Agave Margarita	kosher salt	
4280	Agave Margarita	lime wedges	2
4281	Agave Margarita	 tequila blanco	1/4 cup
4282	Agave Margarita	agave nectar	1 tablespoon
4283	Agave Margarita	e juice	1/4 cup
4284	To Make an Excellent Cherry Bounce	 preserved morello cherries	10 to 11 pounds fresh sour cherries, preferably Morello, or 3 jars (1 pound, 9 ounce
4285	To Make an Excellent Cherry Bounce	brandy	4 cups
4286	To Make an Excellent Cherry Bounce	 or more sugar	3 cups
4287	To Make an Excellent Cherry Bounce	 cinnamon sticks broken in half	2
4288	To Make an Excellent Cherry Bounce	cloves	2
4289	To Make an Excellent Cherry Bounce	 whole nutmeg	1 (1/4-inch
4290	Kona Swile	spiced rum	1/4 cup
4291	Kona Swile	orgeat syrup	4 1/2 teaspoons
4292	Kona Swile	e juice	2 tablespoons
4293	Kona Swile	maple syrup	1 teaspoon
4294	Kona Swile	mint sprigs	4
4295	Kona Swile	peach bitters	2 dashes
4296	Kona Swile	angostura bitters	1 dash
4297	The Dandy Lion	 cucumber slices	3
4298	The Dandy Lion	absinthe	1/2 ounce
4299	The Dandy Lion	gin	2 ounces
4300	The Dandy Lion	lemon	3/4 ounce
4301	The Dandy Lion	maple syrup	3/4 ounce
4302	The Dandy Lion	 tonic water chilled	2 to 4 ounces
4303	Rhubarb Collins	n rhubarb chunks	1 (4 ounce) stalk rhubarb, trimmed and cut into 1/2 -inch pieces (about 3/4 cup total) or 3/4 cup froze
4304	Rhubarb Collins	sugar	1/2 cup
4305	Rhubarb Collins	gin	2 ounces
4306	Rhubarb Collins	lemon	1 ounce
4307	Rhubarb Collins	chilled champagne	2 to 4 ounces
4308	Rabbit Punch	 clementine slices for garnish	1
4309	Rabbit Punch	lemon	1
4310	Rabbit Punch	sugar	1 cup
4311	Rabbit Punch	lemon	1 cup
4312	Rabbit Punch	pineapple	1 cup
4313	Rabbit Punch	  milliliter bottle bourbon at least  proof	1
4314	Rabbit Punch	champagne	1 cup
4315	Rabbit Punch	 slice fresh pineapple	1 cup
4316	Peach Prosecco	vodka	1 ounce
4317	Peach Prosecco	 peach liqueur	1 ounce
4318	Peach Prosecco	prosecco	1 ounce
4319	Peach Prosecco	lemon	1/2 ounce
4320	Peach Prosecco	peach nectar	1/2 ounce
4321	Peach Prosecco	fee brothers old fashion bitters	2 dashes
4322	Peach Prosecco	peach wedge	
4323	The Buckley	 fresh sage leaves	20
4324	The Buckley	sugar	1 cup
4325	The Buckley	gin	1 ounce
4326	The Buckley	 lillet	1/2 ounce Cocchi Aperitivo American
4327	The Buckley	 freshly squeeed lime juice	3/4 ounce
4328	The Buckley	campari	1/4 ounce
4329	The Buckley	 dried sage leaf	
4330	Old Pal	bourbon	3 tablespoons
4331	Old Pal	campari	2 tablespoons
4332	Old Pal	vermouth	2 tablespoons
4333	Old Pal	orange twist	1
4334	Rosa Mae	 london dry gin preferably gordons	1 cup
4335	Rosa Mae	 orange pekoe or black tea bag	1
4336	Rosa Mae	honey	1 1/2 tablespoons
4337	Rosa Mae	e juice	6 tablespoons
4338	Rosa Mae	 licor 	6 tablespoons
4339	Rosa Mae	soda water	
4340	Rosa Mae	lime wedges	4
4341	Rosa Mae	fee brothers old fashion bitters	
4342	Pink Champagne Punch	water	1 1/4 cups
4343	Pink Champagne Punch	sugar	1/4 cup
4344	Pink Champagne Punch	 strips	2 (4-inch
4345	Pink Champagne Punch	 chilled apple juice	1 cup
4346	Pink Champagne Punch	e juice	3 tablespoons
4347	Pink Champagne Punch	champagne	1
4348	Pink Champagne Punch	lemon twists	
4349	NewLook Bloody Mary	 tomato juice preferably organic	4 cups
4350	NewLook Bloody Mary	 dill pickle juice	1 cup
4351	NewLook Bloody Mary	e juice	1/4 cup
4352	NewLook Bloody Mary	 prepared horseradish	1 tablespoon
4353	NewLook Bloody Mary	worcestershire sauce	2 teaspoons
4354	NewLook Bloody Mary	 curry powder	2 teaspoons
4355	NewLook Bloody Mary	 sriracha	1 teaspoon
4356	NewLook Bloody Mary	kosher salt	1 teaspoon
4357	NewLook Bloody Mary	 celery seed	1/2 teaspoon
4358	NewLook Bloody Mary	black pepper	1/4 teaspoon
4359	NewLook Bloody Mary	vodka	2 cups
4360	NewLook Bloody Mary	celery salt	8
4361	NewLook Bloody Mary	 lemon est	8
4362	HoneyBourbon Toddy	honey	2 tablespoons
4363	HoneyBourbon Toddy	honey	6 tablespoons bourbon (or better yet, Apple Bourbon, in which case you'll use 1 tablespoon
4364	HoneyBourbon Toddy	 strip lemon est	3
4365	HoneyBourbon Toddy	 cinnamon stick	1
4366	The Long Hello	 calvados	1 3/4 cups
4367	The Long Hello	 stgermain liqueur	1 cup
4368	The Long Hello	 whiskey preferably rye	10 dashes
4369	The Long Hello	 bottle wellchilled champagne	1
4370	The Long Hello	nutmeg	
4371	The Long Hello	one  bundt or tube pan  punch bowl	12-cup
4372	Simple Syrup	sugar	1 1/2 cups
4373	Simple Syrup	water	1 1/2 cups
4374	Gin Punch	decorative ice block	
4375	Gin Punch	 navel oranges cut into quarterwheels	6
4376	Gin Punch	 lemons cut into halfwheels	6
4377	Gin Punch	 limes cut into wheels	3
4378	Gin Punch	n raspberries	1 pint
4379	Gin Punch	 cubes	1 pineapple, cut into 1-inch
4380	Gin Punch	 plymouth gin	1
4381	Gin Punch	 freshly squeeed lime juice	1 3/4 cups
4382	Gin Punch	maple syrup	1 1/4 cups
4383	Gin Punch	orgeat syrup	1/2 cup
4384	Gin Punch	 massene crme de framboise	1 cup
4385	Gin Punch	water	3 cups
4386	Gin Punch	 bottles brut champagne	1
4387	Speakeasy Sparkler	 calvados	10 ounces
4388	Speakeasy Sparkler	ginger syrup	4 ounces
4389	Speakeasy Sparkler	 lime or lemon juice	4
4390	Speakeasy Sparkler	 cubes	
4391	Speakeasy Sparkler	 sparkling cider chilled	32 ounces
4392	Speakeasy Sparkler	lemon twists	8 pieces (about 2 ounces
4393	The Last Word	gin	1/4 cup
4394	The Last Word	 chartreuse liqueur	2 tablespoons
4395	The Last Word	e juice	2 tablespoons
4396	The Last Word	maraschino liqueur	2 tablespoons
4397	The Last Word	 lime twists	2
4398	The Last Word	maraschino liqueur	.
4399	Mint Apple Crisp	 thin slices apple	1/4-inch
4400	Mint Apple Crisp	maple syrup	1/4 ounce
4401	Mint Apple Crisp	mint leaves	2
4402	Mint Apple Crisp	 heart of the hudson apple vodka	2 ounces
4403	Mint Apple Crisp	 junmai sak	1 ounce
4404	Mint Apple Crisp	 cubes	
4405	Mint Apple Crisp	muddler mixing glass barspoon finemesh strainer	
4406	Mint Apple Crisp	coupe	
4407	Mint Apple Crisp	 thin slices apple	4
4408	Rittenhouse Inn Wassail Punch	 whole clove	12
4409	Rittenhouse Inn Wassail Punch	allspice	6
4410	Rittenhouse Inn Wassail Punch	 chopped peeled fresh ginger	1/2 inch
4411	Rittenhouse Inn Wassail Punch	 cinnamon stick	3
4412	Rittenhouse Inn Wassail Punch	 black peppercorns	12
4413	Rittenhouse Inn Wassail Punch	 gallon fresh apple cider	1
4414	Rittenhouse Inn Wassail Punch	cranberry juice	6 ounces
4415	Rittenhouse Inn Wassail Punch	brown sugar	3/4 cup
4416	Rittenhouse Inn Wassail Punch	bourbon	10-12 ounces
4417	Rittenhouse Inn Wassail Punch	cheesecloth kitchen string large pot	
4418	Rittenhouse Inn Wassail Punch	mugs	
4419	Rittenhouse Inn Wassail Punch	cinnamon	1
4420	Stumptown Vanilla Flip	 fresh egg white	1
4421	Stumptown Vanilla Flip	 navan vanilla liqueur	2 ounces
4422	Stumptown Vanilla Flip	espresso	1/2 ounce
4423	Stumptown Vanilla Flip	 mandarine napolon orange liqueur	3/4 ounce
4424	Stumptown Vanilla Flip	 cubes	
4425	Stumptown Vanilla Flip	hawthorn strainer  cocktail shakers	2
4426	Stumptown Vanilla Flip	cocktail	
4427	Stumptown Vanilla Flip	orange twist	
4428	Rye Witch	wild turkey	1 1/2 cups
4429	Rye Witch	 strega herbal liqueur	3 tablespoons
4430	Rye Witch	 amontillado sherry such as lustau or gonle byass del duque	3 tablespoons
4431	Rye Witch	 mint simple syrup	2 tablespoons
4432	Rye Witch	orange bitters	12 dashes
4433	Rye Witch	orange twist	12
4434	Parkside Fi	mint sprigs	6
4435	Parkside Fi	orgeat syrup	5 tablespoons
4436	Parkside Fi	 vodka such as titos	1 1/2 cups
4437	Parkside Fi	e juice	1/2 cup plus 1 tablespoon
4438	Parkside Fi	club soda	1 1/2 cups
4439	Cranberry Cobbler	sugar	3/4 cup
4440	Cranberry Cobbler	n cranberries	1 cup fresh or froze
4441	Cranberry Cobbler	 lemon cut into wedges	1
4442	Cranberry Cobbler	 lime sliced into rounds	1/2
4443	Cranberry Cobbler	 london dry gin	1 1/2 cups
4444	Cranberry Cobbler	 offdry sherry such as lustau east india solera	1/2 cup plus 1 tablespoon
4445	Cranberry Cobbler	mint sprigs	6
4446	Honey Rye	whiskey	5 tablespoons
4447	Honey Rye	 honey liqueur such as brenjger	3 tablespoons
4448	Honey Rye	orange bitters	1/4 teaspoon
4449	Honey Rye	ginger	
4450	Honey Rye	orange twist	2
4451	Honey Rye	ingredient info honey liqueur is available at wellstocked liquor stores and online from bevmocom	.
4452	Watermelon Sugar	 jalapeo halved lengthwise	1
4453	Watermelon Sugar	 tequila blanco	3/4 cup
4454	Watermelon Sugar	 cubed seeded watermelon	2 cups
4455	Watermelon Sugar	e juice	6 tablespoons
4456	Watermelon Sugar	maple syrup	6 tablespoons
4457	Watermelon Sugar	mecal	1/4 cup
4458	Raspberry Shrub	maple syrup	2 tablespoons
4459	Raspberry Shrub	 raspberry vinegar	2 tablespoons
4460	Raspberry Shrub	 brandy optional	1 tablespoon
4461	Raspberry Shrub	sparkling water or prosecco	
4462	Raspberry Shrub	mint sprig	1
4463	Ros Bourbon and Blue	 raw sugar	7 tablespoons
4464	Ros Bourbon and Blue	 fresh blueberries divided	2 cups
4465	Ros Bourbon and Blue	 brewed tea	2 cups
4466	Ros Bourbon and Blue	 fruity ros	1 1/2 cups
4467	Ros Bourbon and Blue	bourbon	1 cup
4468	Ros Bourbon and Blue	e juice	3/4 cup
4469	Ros Bourbon and Blue	lemon	8
4470	Rubens Cooler No 	thick unpeeled cucumber slice	2 cups
4471	Rubens Cooler No 	 hendricks gin	2 1/4 cups
4472	Rubens Cooler No 	 stgermain liqueur	1 1/4 cups
4473	Rubens Cooler No 	e juice	1 cup
4474	Rubens Cooler No 	kosher salt	1 teaspoon
4475	Rubens Cooler No 	club soda	1 1/2 cups
4476	Lemon Balm Honeysuckle	honey	6 tablespoons
4477	Lemon Balm Honeysuckle	 lemon rum	2 cups
4478	Lemon Balm Honeysuckle	e juice	3/4 cup
4479	Lemon Balm Honeysuckle	 packed mint leaves chopped	1 cup
4480	Lemon Balm Honeysuckle	lemon	8
4481	Sidewalker	applejack	1 1/4 cups
4482	Sidewalker	e juice	1 1/4 cups
4483	Sidewalker	 pure maple syrup	3/4 cup
4484	Sidewalker	 apple cider vinegar	6 tablespoons
4485	Sidewalker	 chilled beer	4 cups
4486	Sidewalker	club soda	3/4 cup
4487	Sidewalker	 lemon est	8
4488	TomatoWater Bloody Mary	 pounds tomatoes chopped	4
4489	TomatoWater Bloody Mary	 pound persian or english hothouse cucumbers chopped	1/2
4490	TomatoWater Bloody Mary	 chopped celery	1
4491	TomatoWater Bloody Mary	 prepared white horseradish	2 tablespoons
4492	TomatoWater Bloody Mary	 ground black pepper	
4493	TomatoWater Bloody Mary	sugar	
4494	TomatoWater Bloody Mary	 gin or vodka	2 tablespoons
4495	TomatoWater Bloody Mary	lemon	
4496	TomatoWater Bloody Mary	 cucumber spear	
4497	Papaya Margarita	sugar	1 cup
4498	Papaya Margarita	 fresh lime juice plus est for garnish	1/2 cup plus 2 tablespoons
4499	Papaya Margarita	 minced fresh rosemary	1 1/2 teaspoon
4500	Papaya Margarita	papaya	1/2 large Mexican
4501	Papaya Margarita	 tequila blanco	3/4 cup
4502	Papaya Margarita	 fresh orchid blossoms optional	4
4503	Spicy Grapefruit Margarita	tequila	2 cups plus 2 tablespoons
4504	Spicy Grapefruit Margarita	 habanero chiles halved	1
4505	Spicy Grapefruit Margarita	kosher salt	
